회차,발언자명,발언자유형,정당,소속기관,직위,소속_직위,발화내용 요약
379회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,오영훈 위원은 행안위 활동에 대한 기쁨과 선후배 위원들과의 협력을 강조했다. 행정안전부와 관련 기관들이 국민 안전과 행복을 위해 함께 노력할 것을 요청했다. 특히 분권모델 완성을 위해 최선을 다하겠다고 밝혔다.
379회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주는 21대 국회 행안위 첫 회의가 제1야당 불참 속에 일방적으로 진행된 점을 강하게 비판하며, 정상적인 원구성 없이 추경 심사를 강행하는 것은 협치 부재와 의회 독주라고 지적했다. 코로나19 대응과 재정정책 심사에 있어 여야 협력이 필수임을 강조하며, 이에 동의하지 않아 추경 심사에 불참함을 선언했다."
379회,이해식,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이해식 위원은 교부세 감액이 경제성장률 하향과 코로나 세금 감면 영향으로 불가피하나 지방재정 부담이 크므로 감액 유예와 지방채 발행 한도 확대 등 대책 마련을 요청했다. 또한, 폭염 취약계층을 위한 공공시설 개방과 예산 반영 필요성을 강조하며, 코로나 상황에도 아동 안전지킴이사업 예산 삭감은 부적절하니 경찰청의 적극적 추진을 촉구했다."
379회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,이형석 위원은 코로나19 3차 추경의 긴급성을 강조하며 지방교부세 감액 우려에 대한 대안 마련과 희망일자리 사업의 상향식 수요조사 및 집행률 문제를 지적했다. 또한 지역사랑상품권의 사용 범위 확대를 요청하며 행안부의 적극적 지원과 신속한 집행을 당부했다.
379회,임호선,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"임호선 의원은 지역사랑상품권의 행정구역 경계 문제와 실질적 사용처 확대를 요청하며, 아동안전지킴이 예산 감액 대신 사회적 일자리 확대를 위한 공격적 예산 운용 필요성을 강조했다. 또한 현장 경찰관 지원 예산 강화와 그린뉴딜 태양광 에너지 사업 예산 반영을 촉구했다."
379회,정문호,government,,소방,청장,소방 청장,"정문호는 소방청 2020년도 제3회 추가경정예산안(33억 원 규모)을 설명하며, 산불진압 비상소화장치 설치와 119구급대 스마트시스템 구축을 강조했다. 국가직 전환 이후 재난 대응 효율성 향상과 코로나19 대응 사례를 소개하고, 자동 소화설비 도입 등 개선 방안을 검토 중임을 밝혔다. 위원들의 의견을 반영해 사업을 추진할 것을 요청하며 심사 의결에 감사를 표했다."
379회,정성희,government,,전문,위원,전문 위원,"정성희 전문위원은 코로나19로 인한 재외선거 및 경찰청 교육·활동비 불용을 근거로 추가 감액을 타당하다고 평가하며, 소방청 예산 중 산불 대비 비상소화장치 설치 증액은 필요하나 정신건강 지원 예산 감액은 신중해야 한다고 지적했다. 추가 감액 시 정확한 선거권자 수 반영과 내년도 예산 편성 시 순연 비용 반영을 요청했다."
379회,조의섭,government,,수석전문,위원,수석전문 위원,"조의섭 수석전문위원은 행안부 추경안에서 코로나19 희망일자리사업 목표 산출 방식 개선과 지역사랑상품권 발행 지원의 재정 부담 관리 필요성을 지적했다. 재해위험지역 사업 감액에 따른 공사 지연 우려와 전자정부지원사업의 철저한 계획 수립을 요청했으며, 인사혁신처 감액은 코로나19 영향에 따른 불가피한 조치로 문제없다고 평가했다."
379회,진영,government,,행정안전부,장관,행정안전부 장관,"진영 발언은 코로나19 대응과 한국판 뉴딜 추진을 위한 행정안전부 추가경정예산안(68조 3522억 원) 설명과 지방재정 지원, 지방채 발행 유연성 확대, 지역경제 활성화 대책을 중심으로 지방과 긴밀히 협력하겠다는 내용이다. 특히 희망근로지원사업과 지역사랑상품권 지원을 강조하며, 예산 집행의 신속성과 지방 의견 반영을 약속했다. 마지막으로 위원회의 신속한 의결에 감사하며 앞으로도 협조를 요청했다."
379회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"한병도 위원은 코로나19 대응을 위한 추경의 필요성과 국제적 재정 여력을 근거로 야당의 비판을 반박하며, 특히 일자리 창출과 신속한 집행을 강조했다. 또한 행안위 간사로서 위원회 소통과 원활한 운영을 다짐했다. 미래통합당의 불참에 아쉬움을 표하며 협력을 요청했다."
379회,황서종,unknown,,,인사혁신처장,인사혁신처장,"황서종은 코로나19 경제위기 극복을 위한 2020년도 인사혁신처 제3회 추가경정예산안(3조 2458억 원, 51억 감액)을 설명하고 위원들의 심도 있는 검토와 협조를 요청했다. 예산안 의결에 감사하며, 위원들의 의견을 정책에 반영하고 연금법 개정 등 사회적 합의를 위한 공론화도 검토하겠다고 밝혔다."
380회,권영세,lawmaker,미래통합당,국회 행정안전위원회,위원,,"권영세 위원은 임기 시작 후 처음 회의 참석을 언급하며 여당의 협조를 요청했다. 박완수 위원을 당 간사로 추천했고, 자료제출 관련 의사진행발언 기회에 대해 문의했다."
380회,김용판,lawmaker,미래통합당,국회 행정안전위원회,위원,,대구 달성구병 김용판 위원은 자신의 부족함을 인정하며 열심히 배우고 일하겠다고 다짐하였다.
380회,김형동,government,,,위원,위원,미래통합당 김형동 의원이 380회 회의에서 첫 등원 인사를 하며 배우고 열심히 활동하겠다고 밝혔다.
380회,박수영,lawmaker,미래통합당,국회 행정안전위원회,위원,,"박수영 의원은 부산 남구갑 지역구임을 밝히고, 민주당 박재호 위원 등 과거 함께 일한 동료들을 반갑게 인사했다. 협력적인 의정 활동을 기대하며 감사의 뜻을 전했다."
380회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박완수 위원은 행안위가 모범적인 위원회가 되도록 야당과 여당 간사 간 협력을 강조하며, 김창룡 경찰청장 후보자 청문회 일정 연기를 여당이 거부한 점을 문제제기했다. 그는 청문회 준비 부족과 위원들의 일정 조정 필요성을 설명하며, 추가 협의를 요청했다."
380회,서범수,lawmaker,미래통합당,국회 행정안전위원회,위원,,"서범수 위원은 울산 울주군을 대표하여 회의에 참석하며, 열심히 배우고 성장하겠다는 의지를 표명했다. 지도와 지원을 요청하며 감사의 뜻을 전했다."
380회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원장은 380회 행정안전위원회에서 미래통합당 간사 박완수를 선임하고 경찰청장 후보자 인사청문회 실시 계획서와 자료제출, 증인 출석 요구 건을 양당 간사 협의 후 가결했다. 인사청문회는 7월 20일 개최되며, 위원들에게 서면 및 구두 질의 제출 기한을 안내했다. 회의는 별다른 이견 없이 산회되었다."
380회,이명수,government,,,위원,위원,"이명수 위원은 행정안전위원회 활동에 대한 긍정적 기대와 국민 행복을 위한 정부와 국회의 노력을 시 형식으로 표현하며 협력을 강조했다. 자치분권, 경찰, 소방, 선거 관리 등 다양한 과제들이 있지만 여야가 함께 해결해 나가길 요청했다."
380회,최춘식,lawmaker,미래통합당,국회 행정안전위원회,위원,,"미래통합당 최춘식 위원은 경기도 포천·가평 지역구를 소개하며, 민주당 위원들의 협조와 지도 편달을 요청했다. 앞으로 열심히 노력하겠다는 의지를 밝혔다."
380회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"한병도 위원은 박완수 간사와 협력해 행정안전위원회 내 합의를 위해 노력하겠다고 밝히고, 야당 위원들의 여건을 법적 범위 내에서 최대한 반영하겠다고 설명했다. 청문회 일정은 법정 기간을 준수하며 15일에서 17일로 연기했고, 자료 요구 등 준비 기간도 충분히 확보했다고 보고했다."
380회,권영세,lawmaker,미래통합당,국회 행정안전위원회,위원,,"권영세 위원은 경찰의 정권 편향성과 인권 침해 우려를 지적하며, 신발 투척 사건과 단국대 대자보 사건 등 경찰의 과잉 대응 문제를 문제삼았다. 박원순 사건 관련 경찰의 보고 지연과 유출 의혹, 옵티머스 이혁진 해외 도피 대응 미흡, 대북전단 수사에 대한 법률적 판단 필요성을 질타했다. 후보자의 준비 부족과 경찰 수사의 공정성·투명성 강화를 요청했다."
380회,김광남,witness,,,증인,증인,"김광남은 경찰청장 후보자 인사청문회에서 사실대로 증언할 것을 맹세했다. 그는 학교 측 신고를 받아 수사팀이 피의자의 건조물침입 혐의를 확인해 송치했다고 설명했다. 수사 과정에서 이의제기는 없었으며, 수사 가치는 상황에 따라 판단된다고 밝혔다."
380회,김득중,witness,,,참고인,참고인,"김득중 발언은 국가폭력 피해 인정과 사과에도 불구하고 손해배상 소송과 임금 가압류가 지속되어 피해자들이 심각한 트라우마와 고통을 겪고 있음을 지적한다. 10년간 이어진 법적 분쟁의 조속한 해결과 손배 철회를 촉구하며, 사회적 관심과 정부의 적극적 역할을 요청한다."
380회,김민석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김민석 의원은 고 박원순 시장 사건의 철저한 진상규명과 관련 증거 공개 필요성을 강조하며, 백남기 농민 사건 등 경찰의 인권침해 문제에 대해 재검토와 사과를 촉구했다. 또한, 집회 신고제도의 개선과 대북전단 살포 제한에 관한 법적 근거 검토를 요청했다."
380회,김민철,government,,,위원,위원,"김민철 위원은 고 박원순 시장 사건의 신속한 조사와 검경 수사권 조정 이후 경찰개혁, 특히 자치경찰제 도입과 인권 보호 강화 필요성을 강조했다. 의정부 경찰의 과잉진압 사례를 들어 인권침해 예방과 바디캠 자료 공개를 요청했으며, 경기북부 치안 인력 부족과 직급 상향 조정도 요구했다. 또한, 단순 화재 사건은 소방청이 독립 조사하는 방안 검토를 제안했다."
380회,김영배,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김영배 의원은 경찰청장 후보자의 권력기관 개혁 의지와 경찰 수사역량 강화 방안을 질의하며, 아동·청소년 성착취물 처벌 강화 및 관련 수사체계 개선 필요성을 강조했다. 또한, 경주시 체육회 사건의 관리·감독 책임과 수사 미진 문제를 지적하며 철저한 조사와 후속 조치를 요청했다."
380회,김용판,lawmaker,미래통합당,국회 행정안전위원회,위원,,"김용판 위원은 윤석열 검찰팀의 편파적이고 허위 증언에 기반한 국정원 댓글 사건 수사와 재수사 행태를 강하게 비판하며, 경찰 명예 회복과 수사 문화 개선을 촉구했다. 또한 문재인 정부 출범 이후 민노총의 불법 시위 증가와 경찰의 미온적 대응 문제를 지적하며, 경찰청장이 된다면 단호한 대응과 법과 원칙에 충성하는 조직 문화를 기대한다고 밝혔다."
380회,김우태,witness,,,참고인,참고인,"김우태는 지방청에서 직원 감찰조사를 진행 중이며, 수사 업무는 도경 광수대에서 담당한다고 설명했다."
380회,김창룡,unknown,,,경찰청장후보자,경찰청장후보자,"김창룡 경찰청장 후보자는 국민 안전과 경찰 개혁을 최우선 과제로 삼아 예방 중심 치안 강화, 공정한 법 집행, 사회적 약자 보호에 힘쓰겠다고 밝혔다. 수사권 개혁과 디지털 전환에 발맞춘 경찰 역량 강화, 내부 소통과 처우 개선도 약속했다. 국민 신뢰 회복과 투명한 수사 체계 구축을 위해 솔직하고 성실한 자세로 임할 것을 다짐했다."
380회,김형동,government,,,위원,위원,"김형동 의원은 박원순 전 시장 사건의 부검 필요성과 영장 청구의 적절성, 피해자 개인정보 누설 의혹에 대해 후보자의 명확한 답변과 수사 의지를 요구했다. 또한 고 최숙현 선수 사건의 진술조서 위변조 가능성과 수사 적정성 점검, 경찰 인사·예산 권한 행사 방침에 대한 구체적 입장을 요청했다."
380회,박수영,lawmaker,미래통합당,국회 행정안전위원회,위원,,"박수영 위원은 박원순·오거돈 사건의 수사 지연과 보고 절차의 법적 근거 미비를 문제 삼으며, 경찰의 신속하고 철저한 진상 규명을 촉구했다. 특히 청와대 보고의 법적 근거 부족과 경찰 내 유출 의혹에 대한 책임 있는 답변을 요구했다. 국민과 피해자가 원하는 정의로운 수사를 강조하며 후보자에게 엄정한 자세를 당부했다."
380회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박완수 위원은 박원순 시장 사건과 부산 오거돈 사건 등에서 경찰의 부실 수사와 권력 편향적 행태를 강하게 문제제기하며, 서울경찰청과 서울시청 관계자 증인 채택 및 성실한 자료 제출을 요청했다. 또한 경찰의 정치적 중립성 훼손 사례를 지적하며, 후보자의 임기 동안 권력에 휘둘리지 않는 공정한 경찰청장 역할과 책임 있는 자세를 촉구했다."
380회,박완주,government,,,위원,위원,"박완주 의원은 서울시장 성추행 의혹 사건의 진상규명과 2차 피해 방지를 위해 피소 사실 유출, 방조 의혹, 2차 가해 문제에 대한 철저한 조사를 촉구했다. 또한 경찰개혁과 수사권 조정 후속 작업의 신속한 완수를 기대하며, 국가수사본부의 독립성과 수사 중립성 확보 방안에 대한 후보자의 명확한 입장을 요구했다."
380회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박재호 의원은 박원순 사건 수사에서 피해자 권리 보호와 유언비어 근절을 강조하며, 경찰 인사시스템의 지방과 본청 간 불균형 해소 및 공정한 승진 기회 부여를 요청했다. 또한 체육계 폭행 사건 신속 대응 시스템 구축과 고소·고발 남용 문제 해결, 서민 피해 범죄에 대한 엄정 대응을 촉구했다."
380회,박찬영,witness,,,증인,증인,"박찬영은 최숙현 선수 관련 고소 사건에 대해 2016~2019년 수사 사실이 없고, 고소 내용이 많아 보고가 지연됐다고 설명했다. 피의자 대부분은 폭행 혐의를 부인했으나, 구체적 증거와 참고인 진술로 기소 의견 송치했다고 밝혔다. 현재 수사는 지방청 광역수사대에서 진행 중이다."
380회,서범수,lawmaker,미래통합당,국회 행정안전위원회,위원,,"서범수 위원은 경찰청장 후보자의 초고속 승진 배경과 정치적 중립성 의문, 박원순 사건 수사 의지 등을 문제제기하며, 권력에 휘둘리지 않고 국민과 경찰 모두와 동행하는 청장이 될 것을 강력히 요청했다."
380회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원은 김창룡 경찰청장 후보자 인사청문회 진행과 질의·답변 절차를 안내하며, 후보자의 직무능력과 도덕성 검증을 강조하였다. 청문회 중 자료 제출과 생중계 관련 협의를 조율하고, 피해자 보호 및 경찰개혁 필요성을 언급하였다. 마지막으로 경과보고서 채택과 증인 출석 요구를 통해 청문회를 마무리하였다."
380회,양기대,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"양기대 위원은 경찰의 국민 신뢰 부족 원인으로 수뇌부의 권력 편향과 내부 유출 의혹을 지적하며, 인권 보호 강화와 투명한 보고체계 마련을 촉구했다. 또한 자치경찰제 개편과 권력형 성범죄 수사 기준 마련, 강력범죄자 신상공개 기준 개선을 요청했다. 마지막으로 경찰청장이 국민 신뢰 회복을 위해 소신 있게 개혁에 나설 것을 당부했다."
380회,여준기,witness,,,증인,증인,여준기 발언자는 상임부회장의 위탁계약 및 직인 사용에 대해 올해 취임 후 파악이 미흡했음을 인정하며 사과했다. 다섯 종목 관련 관리가 소홀했던 점을 반성하고 앞으로 유념하겠다고 답변했다. 특정 인물에 대한 정보도 아직 확인하지 못했다고 밝혔다.
380회,오영환,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영환 위원은 경찰 신뢰 회복과 정당한 공권력 집행, 자치경찰제 및 이웃순찰제의 효과적 추진을 강조하며, 교통안전 강화와 어린이 보호 대책, 착한운전 마일리지 제도 개선을 요청했다. 또한 공수처의 필요성과 화재조사 업무 중복 해소, 인공지능 음성조서 도입 등 약자 보호 정책에 대한 후보자의 적극적 관심과 노력을 당부했다."
380회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영훈 위원은 박원순 사건 수사의 정치적 중립성과 고위공직자 성범죄 수사 대상 확대 필요성을 질의하고, 간첩 조작 사건 관련 특진제도 개선과 전직 대통령 경호 예산 문제 해결을 촉구했다. 또한 제주 4·3 사건 사과 의지, 지하철 성범죄 엄정 대응, 자치경찰제의 이원화 문제 및 인력 이관 지연에 대한 경찰청 차원의 적극적 대책 마련을 요구했다."
380회,이명수,government,,,위원,위원,"이명수 의원은 후보자의 공정성 의문과 수사 경험 부족을 문제 삼으며, 최숙현 선수 사건 등 경찰 수사의 철저함과 신뢰 회복을 촉구했다. 또한 경찰 복지·직급체계 개선과 국립경찰병원 분원 설치 등 경찰 인프라 강화도 요청했다."
380회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주 위원은 박원순 전 시장 성추행 사건의 실체적 진실 규명과 지속적 수사를 강력히 요청하며, 경찰의 낮은 성인지 감수성과 2차 피해 우려를 지적했다. 또한 쌍용자동차 노동자들에 대한 국가폭력 손해배상소송 철회와 명예회복 조치를 촉구하며, 경찰 인권행동강령에 ‘성적 지향’ 차별 금지 조항 포함을 요구했다."
380회,이해식,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이해식 의원은 박원순 사건 관련 2차 가해 및 방조범 수사의 철저한 진행과 신속한 결과 공개를 요청하며, 경찰의 신뢰 회복과 권리 침해 문제를 지적했다. 아동학대 및 성범죄 관리 미흡과 전자발찌 관리 문제를 법무부와의 협업 강화로 해결할 것을 요구했다. 또한 피의자 신상공개 기준 마련과 국민 눈높이에 맞는 경찰 역할 정립을 강조했다."
380회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,이형석 위원은 후보자의 인사청문회에서 경찰의 과거 과잉진압과 부실수사 문제를 지적하며 인권 중심의 경찰 개혁과 법적 장치 마련을 촉구했다. 또한 고 박원순 시장 사건 등 민감한 수사에 대한 철저한 대응과 국민 신뢰 회복을 요구했다. 마지막으로 외국인 폭죽 난동 사건 대응 미흡을 비판하며 국민 자존심을 지키는 강력한 경찰력 행사를 요청했다.
380회,임호선,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"임호선 위원은 고 박원순 사건 관련 경찰의 위기대처 및 수사 투명성, 내부 수사정보 유출 의혹 철저 조사를 요청하며 경찰위원회 실질화와 경찰 고위직 및 여성 경찰 인력 확대를 위한 체계적 인사제도 개선을 강조했다. 또한 경찰 신뢰 회복을 위한 문화재단 설립 검토와 대북전단 폐기물관리법 위반 여부 수사, 경찰 직장협의회 활성화 및 교육 전담기구 설치를 촉구했다."
380회,최춘식,lawmaker,미래통합당,국회 행정안전위원회,위원,,"최춘식 위원은 박원순 전 시장 사망 현장의 CCTV 분석과 수색 과정에 의문을 제기하며, 자살 처리에 대한 근거와 부검 미실시에 대해 문제를 제기했다. 또한 후보자의 ‘사회적 타살’ 개념 적용 여부와 2차 피해 방지 대책을 질의했다. 마지막으로 치안협력관 제도의 효율성 검토 및 존치 여부 결정을 요청했다."
380회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"한병도 의원은 박원순 전 시장 사건의 진상규명과 경찰의 책임 있는 대응을 촉구하며, 청와대 보고 절차와 경찰 수사권 독립성을 확인했다. 또한, 검경 수사권 조정 후 고소인 이의신청 기간 미명시 문제에 대해 법적 점검과 개선을 요청했다."
380회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원장대리,,"한병도 발언은 위원들의 질의 순서를 안내하고 각 위원에게 수고했다는 인사를 전하는 내용으로, 별도의 쟁점이나 문제제기는 없었다. 회의 진행을 원활히 하기 위한 안내 역할에 집중되었다."
380회,김영배,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김영배 위원은 지방세법 개정안의 시행일 전 계약 공신력 인정, 비규제지역 2주택 종전 세율 적용, 주택수 합산 범위 및 법인 정의 명확화, 과세 정보 제공 근거 마련 등 수정안을 요청했다. 또한 생애최초 주택 구입 감면 대상 확대와 부동산 매매임대업 정의 명확화에 대한 정부 의견을 구했다."
380회,김창룡,government,,경찰,청장,경찰 청장,"김창룡은 경찰 성범죄 및 비위 문제에 대해 국민께 사과하고 재발방지 종합대책과 교육 강화 계획을 약속했다. 또한, 구조장비 부족과 신변보호 대상자 관리 미흡 사례를 인정하며 개선 방안을 검토하겠다고 밝혔다."
380회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박완수 의원은 지방세법 개정안의 법안 상정이 간사 간 합의 없이 일방적으로 변경되고, 숙려기간도 지나지 않아 국민 부담을 가중시키는 조세 인상 법안에 동의할 수 없다고 문제를 제기했다. 또한, 선입선출 원칙에 맞지 않는 법안 상정 절차를 지적하며 충분한 논의 없이 진행되는 점을 강하게 비판했다. 이에 따라 미래통합당은 해당 의사일정에 참여하지 않겠다는 입장을 밝혔다."
380회,박완주,government,,,위원,위원,"박완주 의원은 7·10 부동산 대책 후 소급적용 문제로 다주택자들의 혼란과 문자 민원이 많다며, 계약 증명 기간과 절차를 명확히 해달라고 요청했다. 또한 잦은 세율 인상으로 조세 부담이 주택가격에 반영될 우려가 있다며, 이번 대책이 시장 안정에 실효성이 있을지 장관의 입장을 묻고 있다."
380회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박재호 의원은 부산 동천 범람 사고의 인재성과 대응 지연 문제를 지적하며, 재난지역 지정과 근본 대책 마련을 촉구했다. 또한 부동산 정책의 소급적용 혼란과 지방과 수도권 간 차별화 필요성을 강조하며, 정책 수립 시 현장 의견 수렴과 홍보 강화도 요청했다."
380회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원장은 여야 간 합의 부족으로 일부 법안만 상정·심사하며, 다주택 취득세 강화와 생애 첫 주택 구입 감면 등 부동산 안정화 법안을 중심으로 논의했다. 코로나19 대응을 위한 질병관리청 설립 및 재난관리법 등 4건 법안을 신속 처리했고, 야당 불참에도 국민 안전과 지원을 위한 입법 필요성을 강조했다."
380회,양기대,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"양기대 의원은 경찰 내부 성범죄율이 높다는 자료를 근거로 경찰청장에게 조직 내 성범죄 근절 대책의 공개 발표와 강력한 개혁을 요청했다. 또한, 생애 최초 주택 구입자 대상 취득세 감면 기준이 현실과 맞지 않아 실효성이 떨어진다며, 수도권 감면 기준 상향 조정을 정부에 건의했다."
380회,윤종인,government,,행정안전부,차관,행정안전부 차관,"윤종인 발언은 질병관리청 신설과 서민 주거안정, 재난안전관리법 의결에 감사의 뜻을 표하며, 위원들의 의견을 정책에 반영하고 법률 시행에 만전을 기하겠다는 다짐을 담고 있다."
380회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주 위원은 지난 인사청문회 때와 달리 오늘 회의에 여야 위원들이 불참한 점을 안타까워하며, 사회적 갈등을 대립이 아닌 통합적으로 다루는 모범을 행안위에서 보여주길 기대했다. 위원장과 간사들에게 상임위의 통합적 역할 강화를 요청했다."
380회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이형석 의원은 부산 초량 지하차도 침수 대응 매뉴얼 미준수와 경찰의 늑장 대응 문제를 지적하며 재발 방지와 경찰의 긴급구난 능력 강화를 요청했다. 또한, 성폭력 피의자 소재 파악 강화와 부동산 투기 방지를 위한 지방세법 개정 및 시행령 정비 필요성을 강조했다."
380회,정문호,government,,소방,청장,소방 청장,정문호는 신고가 40분 만에 3150건 폭주해 일부 누락이 발생했음을 인정했다. 경찰과의 공동대응을 위해 핫라인 설치 등 놓치지 않는 방안을 구체적으로 검토하겠다고 밝혔다.
380회,정성희,government,,수석전문,위원,수석전문 위원,정성희 수석전문위원은 복수차관제 도입과 질병관리청 독립 신설의 취지는 타당하나 비용 증가 및 법적 안정성 문제를 지적했다. 다주택자 조세 강화와 지방세특례법 개정안은 정책 신뢰 훼손과 용어 명확화 필요성을 강조했다. 재난지원 확대는 현행 구호 취지와의 조화를 고려해야 한다고 밝혔다.
380회,진영,government,,행정안전부,장관,행정안전부 장관,"진영 의원은 정부조직법 개정안으로 질병관리청 신설과 복수차관 도입을 설명하며, 부산 침수 사고에 대한 철저한 조사와 지원 방안 마련을 강조했다. 또한, 지방세 감면과 주택시장 안정 대책에 대해 위원 의견에 동의하고 법적 안정성 및 국민 이해도 제고를 위한 홍보 필요성을 언급했다. 피해 복구 지원 확대와 정책 보완에 대해 유연한 대응을 약속했다."
380회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"한병도 의원은 지방세법 등 4개 법안의 시급한 처리가 시장과 국민 혼란 방지, 코로나19 대응에 필수적이라 강조하며, 재난 및 안전관리 기본법과 정부조직법 개정안에 대해 정부의 구체적 의견과 추가 반영을 요청했다. 또한, 피해기업 지원 범위 확대와 적극행정 면책제도 적용 확대 필요성을 제기했다."
