회의회차,요구자명,요구자정당,대상,실제요구자료,카테고리
416회,배준영,국민의힘,경찰청,경찰수사심의위원회의 운영과 독립성 보장을 위한 규칙 및 예규를 제출받아 수사심의위원회 설립 취지와 관련 규정을 확인하기 위해 자료 제출 요구,정책·제도
416회,신정훈,더불어민주당,진실·화해위원회 위원장 김광동,진실·화해위원회 조사1국장의 신분 노출이 어려운 사유와 법적 근거 및 향후 해결방안에 대해 서면으로 다음 주 월요일까지 정식 공문 제출 요구,정책·제도
416회,신정훈,더불어민주당,인사혁신처,진실·화해위원회 조사1국장 채용 과정의 절차상의 문제점과 해결방안에 대해 실질적인 방안을 강구하여 국회에 보고할 것을 요구,인사·조직
416회,신정훈,더불어민주당,행정안전부,진실·화해위원회 조사1국장 복무규정 및 공무원법 관련 법 저촉 사항 개선 및 조치 방안 강구 후 보고 요구,정책·제도
416회,신정훈,더불어민주당,경찰청,수사심의위원회 명단과 관련 서류를 국민에게 진실을 설명하기 위해 규정에 근거하여 본질문 종료 전까지 제출할 것을 요구,범죄·치안
416회,신정훈,더불어민주당,경찰청,수사심의위원회 명단과 관련 자료를 법원의 판결과 국민의 대의기관인 국회에 대한 자료 제출 의무에 근거하여 회의 종료 전까지 서면으로 제출할 것을 요구,범죄·치안
416회,신정훈,더불어민주당,경찰청,임성근 피의자 관련 임의제출된 휴대폰 압수수색 및 수사 과정에 관한 자료를 법적 근거에 따라 제출할 것을 요구,범죄·치안
416회,신정훈,더불어민주당,진실·화해위원회 위원장 김광동,진실·화해위원회 조사1국장 채용 관련 진술 기록과 자료를 포함한 공적 자료를 국회에 제출할 것을 요구,인사·조직
416회,신정훈,더불어민주당,행정안전부,읍면동 단위로 세분화한 지방소멸지수 자료를 제출하여 지역 공간 경쟁력과 인구 감소 문제에 대한 실태를 파악할 수 있도록 요구,통계·현황
416회,신정훈,더불어민주당,행정안전부,도농 통합시의 읍 지역 변화와 소멸지수 관련 자료를 제출하여 행정체제 개편이 지역 소멸에 미친 영향을 분석할 수 있도록 요구,통계·현황
416회,양부남,더불어민주당,경찰청,해병대 수사심의위원회가 지금까지 몇 번 열렸는지와 수사심의위원 선정 기준에 관한 자료 제출 요구,범죄·치안
416회,양부남,더불어민주당,경찰청,경찰이 인지수사 후 불송치 결정하거나 검찰 송치의견에도 불구하고 불송치된 사건 건수에 관한 자료 제출 요구,범죄·치안
416회,용혜인,기본소득당,행정안전부,감사원이 지적한 도심지 침수예방사업과 산사태 예방에 대한 감사 결과 지적사항에 대한 행안부의 이행계획과 관련 지침 내용을 국회에 보고하기 위해 자료 제출 요구,재난·안전
416회,윤건영,더불어민주당,대통령기록관,2022년도의 시행령 개정 작업 중에 있었던 부처 의견수렴 내용 자료를 제출해 달라는 요청,정책·제도
416회,이상식,더불어민주당,정부,카드 형태와 종이 형태 재난지원금 발행에 소요되는 기간과 조폐공사의 조폐 능력에 관한 객관적이고 과학적인 자료 제출 요구,재난·안전
416회,용혜인,기본소득당,경찰청,"조 경무관 감찰 결과서가 개인정보 보호를 이유로 공개되지 않았으나, 사회적 관심이 집중된 사안인 만큼 경찰 감찰 규칙에 따라 감찰 결과서를 의원실에 제출해 줄 것을 요구",감사·점검
416회,용혜인,기본소득당,경찰청,"징계요구서, 감찰 결과보고서, 징계의결서 요약보고서가 의원실에 제출되지 않은 부분에 대해 의원실로 자료를 제출해 줄 것을 요구",감사·점검
416회,위성곤,더불어민주당,청송군,2014년 부친으로부터 증여 형태로 농지를 취득한 후보자의 자경 계획이 담긴 영농계획서 제출을 개인정보 수집 및 이용 미동의로 인해 받지 못하고 있어 이를 제출받기 위해 요구,기타
416회,위성곤,더불어민주당,경북청,수사심의위원회 심의결과서와 개인정보가 포함된 사건설명서 제출을 거부하고 있어 공정성 확보를 위한 투명성 차원에서 이 자료들의 제출을 요구,범죄·치안
416회,위성곤,더불어민주당,경찰청,영등포서 백해룡 형사과장이 참여한 수사팀 팀원 명단과 당시 수사보고서 제출을 국감 대비를 위해 요구,범죄·치안
416회,위성곤,더불어민주당,경찰청,기동순찰대와 형사기동대 출범 전후로 현장인력과 행정인력의 서별 구분된 구체적 데이터 비교표를 수사인력 부족 문제 검증을 위해 제출 요구,인사·조직
416회,윤건영,더불어민주당,조지호 후보자,후보자의 두 아드님의 해외 유학 자금원과 증빙을 확인하기 위해 후보자와 배우자의 해외 송금 내역 제출 요구,인사·조직
416회,윤건영,더불어민주당,조지호 후보자,차남의 오피스텔 매입 자금 마련 경위를 확인하기 위해 후보자 배우자와 차남 간의 금전거래 내역 일체 제출 요구,인사·조직
416회,윤건영,더불어민주당,경북청 수사심의위원회,채 해병 사건과 관련한 사건설명서 사본과 심의의결서 사본 제출 요구,감사·점검
416회,윤건영,더불어민주당,조지호 후보자,경무관 시절의 최근 5년간 재산신고 내역 제출 요구로 후보자의 재산 변동 사항 검증 목적,인사·조직
416회,윤건영,더불어민주당,조지호 후보자,배우자에 대한 신상 관련 자료 제출 요구로 후보자 가족의 재산 및 자금 출처 검증 목적,인사·조직
416회,윤건영,더불어민주당,조지호 후보자,차남이 한국에 부동산 투자 시 사용한 송금 내역 제출 요구로 투자 자금의 합리성 검증 목적,인사·조직
416회,윤건영,더불어민주당,조지호 후보자,2021년 재산신고 내역 제출 요구로 차용증 및 사인 간 채권·채무 내역의 적정성 확인 목적,인사·조직
416회,윤건영,더불어민주당,조지호 후보자,후보자와 배우자의 해외 송금 내역 제출 요구로 15년 이상 자녀 유학 비용 조달 경위 소명 목적,인사·조직
416회,윤건영,더불어민주당,조지호 후보자,차용증 제출 시기 및 관련 증거 자료 제출 요구로 인사검증 과정의 진실성 확인 목적,인사·조직
416회,정춘생,조국혁신당,서울경찰청,2023년 10월 6일 서울경찰청에서 영등포경찰서로 마약수사 사건 이첩 지시를 내린 문서와 관련된 내부 회의자료를 청문회 증인 신문 전에 제출해 줄 것을 요청,범죄·치안
416회,정춘생,조국혁신당,서울경찰청,2023년 10월 11일 서울경찰청에서 영등포경찰서로 발송한 이관 필요성 검토 문서를 청문회 증인 신문 전에 제출해 줄 것을 요청,범죄·치안
416회,정춘생,조국혁신당,경찰청,2024년 2월 경찰청에서 인사혁신처로 전달한 조병노 경무관에 대한 징계요청서를 청문회 증인 신문 전에 제출해 줄 것을 요청,인사·조직
416회,정춘생,조국혁신당,인사혁신처,2024년 6월 인사혁신처에서 경찰청으로 발송한 조병노 경무관에 대한 징계통지서를 청문회 증인 신문 전에 제출해 줄 것을 요청,인사·조직
416회,정춘생,조국혁신당,영등포경찰서,2024년 영등포경찰서가 서울남부지검 검사에 대해 직무배제 요청한 공문을 청문회 증인 신문 전에 제출해 줄 것을 요청,범죄·치안
417회,박정현,더불어민주당,경찰청,"백해룡 경정이 해당 사건을 수사할 당시의 기초범죄사실, 수사착수경위, 최초 보도자료 배포 일시, 현재까지 경과 등 관세청이 발표한 영등포서 수사사건에 대한 설명자료에 대한 의견서 제출을 요청함으로써 사건 수사 경과와 관련 자료를 확인하기 위해 자료 제출 요구",범죄·치안
417회,박정현,더불어민주당,인사혁신처,사건 관련자들의 징계기록을 사건의 진실을 밝히기 위한 필수요건으로 제출해 줄 것을 요구함으로써 사건 관련자의 징계 내역을 확인하기 위해 자료 제출 요구,범죄·치안
417회,박정현,더불어민주당,경찰청,사건 관련자의 감찰기록을 사건의 진실을 밝히기 위한 필수요건으로 제출해 줄 것을 요구함으로써 감찰 내역을 확인하기 위해 자료 제출 요구,범죄·치안
417회,양부남,더불어민주당,관세청과 서울·인천세관,"관세청과 서울·인천세관의 작년 8월부터 11월까지 리스차량 현황과 그 사용 현황에 대한 자료를 제출해 달라는 요청으로, 관련 사용 내역을 확인하기 위함",통계·현황
418회,김성회,더불어민주당,선거관리위원회 사무총장,방첩사가 어느 사무실에 어떻게 방문해서 어떤 자료에 어떤 식으로 접근했는지에 대해 소상하게 정리한 자료 제출 요구,감사·점검
418회,박정현,더불어민주당,중앙선거관리위원회 사무총장,계엄군이 전산자료에 접근한 이력이 있는지와 실제로 자료가 없어진 것이 없는지 확인한 결과를 보고하기 위해 관련 자료 제출 요구,감사·점검
418회,박정현,더불어민주당,중앙선거관리위원회 사무총장,계엄군이 중앙선거관리위원회에 진입할 때 CCTV에 찍힌 사진과 출입 시점의 CCTV 자료를 확인하기 위해 관련 자료 제출 요구,감사·점검
418회,양부남,더불어민주당,국무회의,"내란죄 가담자 분류를 위해 12월 3일, 4일 자 국무회의 회의록 자료 제출 요구",범죄·치안
418회,양부남,더불어민주당,경찰청과 서울경찰청,12월 2일부터 4일 사이 상부 지시 및 하부 지시 관련 일체의 공문 제출 요구하여 주요 임무수행자 및 수괴 판단에 필요한 자료 확보 요청,범죄·치안
418회,양부남,더불어민주당,경찰청과 서울경찰청,61기동대장과 국회경비대장에게 내린 지시문 제출 요구하여 주요 임무수행자 및 수괴 판단에 필요한 자료 확보 요청,범죄·치안
418회,양부남,더불어민주당,국방부장관,비상계엄 건의 시 국무회의 부서 여부 확인을 위해 당시 부서 진행 여부에 관한 자료 제출 요구,범죄·치안
418회,양부남,더불어민주당,중앙선거관리위원회,명태균 관련 여론조사 공표용 및 비공표용 로 데이터(raw data) 보관 현황과 조작 의혹 관련 자료 제출 요구,범죄·치안
418회,양부남,더불어민주당,중앙선거관리위원회,12월 3일 22시 33분 과천청사 군 배치 관련 시간 및 경위 확인을 위한 자료 제출 요구,범죄·치안
418회,양부남,더불어민주당,경찰청,경찰 병력 동원 시 계엄사령관 지시 여부 및 서울청장과 국회경비대장 간 지시 전달 경위에 관한 자료 제출 요구,범죄·치안
418회,양부남,더불어민주당,경찰청,관련자 휴대폰 압수수색 영장 신청 및 집행 현황 자료 제출 요구,범죄·치안
418회,양부남,더불어민주당,"중앙선거관리위원회, 국회, 군부대","1980년 5월 3일부터 7일까지 중앙선관위, 국회, 군부대 병력 배치 및 철수 시간과 경위에 관한 자료 제출 요구하여 경찰 철수 지연 사유 확인 목적",범죄·치안
418회,양부남,더불어민주당,서울경찰청,61기동대장과 서울청장 간 무전 지시 및 국회의원 출입 통제 관련 지시 내용 확인을 위한 자료 제출 요구,범죄·치안
418회,위성곤,더불어민주당,"경찰청, 서울청, 국회경비대","경찰청, 서울청, 국회경비대 간에 연락한 서신 또는 무전 연락 관련 내용을 제출해 달라는 요청",범죄·치안
418회,위성곤,더불어민주당,"경찰청, 서울청, 영등포서","서울청, 영등포서 등 관련된 무전망 녹취록을 제출해 달라는 요청",범죄·치안
418회,위성곤,더불어민주당,수사본부장,국회의 회의를 방해한 사실관계를 확인하고 관련 수사 결과를 의원실에 보고해 달라는 요청,범죄·치안
418회,위성곤,더불어민주당,수사본부장,내란죄 성립 여부와 관련된 수사를 진행하고 그 결과를 제출해 달라는 요청,범죄·치안
418회,위성곤,더불어민주당,서울청장,서울경찰청에서 국회 관련 시간대별 인력 배치 현황을 사건 발생부터 종료 시까지 시간 단위별로 구체적으로 정리한 자료를 제출해 달라는 요청,범죄·치안
418회,위성곤,더불어민주당,행정안전부장관,서울경찰청에서 국회 관련 시간대별 인력 배치 현황을 사건 발생부터 종료 시까지 시간 단위별로 구체적으로 정리한 자료를 제출해 달라는 요청,범죄·치안
418회,이광희,더불어민주당,국무회의,"내란죄 수괴인 윤석열과 함께 불법 비상계엄을 논의한 12월 3일부터 4일까지의 국무회의록과 관련 자료 일체를 제출해 달라는 요청으로, 내란 모의 회의의 진상을 확인하기 위함",범죄·치안
418회,이광희,더불어민주당,경찰청,"내란죄에 가담한 경찰청 서울청과 국회경비대가 12월 3일부터 4일까지 국회의원 제지 및 국회 진입 차단과 관련된 무전기록 일체를 제출해 달라는 요청으로, 내란 행위와 관련된 지시 및 통신 내용을 검증하기 위함",범죄·치안
418회,이광희,더불어민주당,국회경비대,"12월 3일부터 4일까지 국회경비대가 촬영한 채증 영상과 기록물 일체를 제출해 달라는 요청으로, 국회 내외에서의 경비대 활동과 관련된 증거를 확보하기 위함",범죄·치안
418회,이광희,더불어민주당,국회경비대,"국회 안팎에서 수행한 모든 기록물 일체를 제출해 달라는 요청으로, 국회 경비대의 활동 내역과 관련된 자료를 확인하기 위함",범죄·치안
418회,이해식,더불어민주당,서울경찰청,"국회경비대망, 서울청 경비망, 영등포서망을 포함한 당시 가동된 무전망 녹취록 일체와 녹음파일을 제출해 달라고 요구하여 내란 사태 관련 무전망 통신 내용을 확인하기 위한 자료 제출 요구",범죄·치안
418회,이해식,더불어민주당,중앙선거관리위원회,12월 3일 당일 중앙선거관리위원회 청사에 투입된 계엄군의 경계작전 수행 여부를 검증하기 위해 CCTV 기록을 제출해 달라고 요구,범죄·치안
418회,이해식,더불어민주당,경찰청,국가수사본부와 국군방첩사령부 간 안보범죄 수사협력에 관한 업무협약서 체결 경위와 관련된 자료를 제출해 달라고 요구하여 경찰과 군 간 협력 실태를 확인하기 위한 자료 제출 요구,범죄·치안
418회,양부남,더불어민주당,소방청,호텔 객실과 층간에 방화구획이 제대로 지정되어 있는지 확인하기 위해 관련 자료 제출 요구,재난·안전
418회,양부남,더불어민주당,부천소방서,화재 난 호텔에서 방화문과 완강기 설치 및 작동 여부에 대한 조사 결과의 실효성을 검증하기 위해 조사 결과서 및 관련 자료 제출 요구,재난·안전
418회,이해식,더불어민주당,행정안전부장관,국가핵심기반에 해당하는 주요 대학병원의 응급의료체계 점검 결과를 재난관리 담당자로서 취합하여 제출해 달라는 요청,재난·안전
418회,이해식,더불어민주당,행정안전부,4/4분기 교부세 7조 2000억 미교부 관련 경과와 처리 절차에 대한 자세한 설명과 답변서를 다시 제출해 달라는 요청,예산·재정
418회,이해식,더불어민주당,소방청 허석곤 청장,최근 6개월 전후 구급차 응급실 전원 요청 사례 증가 현황과 의료대란 발생 전후 상황을 구분한 통계 자료 제출 요청,재난·안전
418회,채현일,더불어민주당,행정안전부,출장 내역과 법인카드 사용 내역을 제출하여 국정감사 준비에 필요한 자료를 확보하기 위해 요구,감사·점검
418회,채현일,더불어민주당,소방청,의료대란 문제와 관련하여 구급대 이송에 관한 객관적 데이터를 국정감사 전에 신속히 제출하기 위해 요구,재난·안전
418회,채현일,더불어민주당,공무원인재개발원,교수 및 외부강사 명단을 완전하게 제출하여 강사 선발 기준 부합 여부와 예산 집행의 적정성을 검증하기 위해 요구,인사·조직
419회,용혜인,기본소득당,행정안전부,"내란 공범인 이상민 전 장관의 행적, 계엄 당시 지시사항, 4일 대통령 안가 회동의 경위와 주요 내용 등 관련 자료를 제출하여 내란 공범 은폐 의심을 해소하기 위해 자료 제출 요구",범죄·치안
419회,용혜인,기본소득당,행정안전부,"계엄 직후부터 이상민 장관의 동선, 업무추진비 사용 내역, 관용차 이용 내역, 비상계엄 관련 지시사항, 개인 핸드폰 통화 내역 등 구체적 자료를 의원실에 제출하여 내란 관련 사실 확인을 위해 자료 제출 요구",범죄·치안
419회,용혜인,기본소득당,경찰,서울경찰청 지휘망 녹취록 원본과 편집되지 않은 녹취 파일을 제출하여 지휘망 녹취록의 편집 및 누락 여부를 확인하기 위해 자료 제출 요구,범죄·치안
419회,윤건영,더불어민주당,경찰청,영등포서 경력 10명이 12월 3일 국회 수소충전소 앞으로 체포조 목적으로 출동했는지 확인한 자료를 회의 종료 전까지 제출해 달라는 요구,범죄·치안
419회,윤건영,더불어민주당,경찰청,가짜 출근 관련 교통 무전 녹취 기록 자료를 제출해 달라는 요구,범죄·치안
420회,위성곤,더불어민주당,서울경찰청,국회 주변 CCTV 녹화영상 데이터를 제출하여 내란범죄 사건 당시 경찰의 차량 배치 등 국회 외곽 현장 상황을 확인하기 위해 자료 제출 요구,범죄·치안
420회,위성곤,더불어민주당,국가수사본부,서울경찰청이 국회 주변 CCTV 녹화영상 데이터를 삭제하거나 훼손하지 못하도록 조치하고 자료를 확보하기 위해 자료 제출 요구,범죄·치안
420회,위성곤,더불어민주당,대통령비서실,정진석 비서실장과 김주현 민정수석 등 대통령비서실 측의 휴대전화 확보를 통해 내란 모의 여부를 수사하기 위해 자료 제출 요구,범죄·치안
420회,이성권,국민의힘,선거관리위원회,2023년 6월 9일부터 2024년 3월 26일까지 선관위와 국정원 간에 주고받은 공문들의 목록과 내용 전체를 제출하여 합동점검 과정과 관련된 사실관계를 확인하기 위해 자료 제출 요구,감사·점검
420회,이해식,더불어민주당,행정안전부,"이상민 장관의 KTX 좌석과 동승한 수행원 좌석 사본, 12월 3일 서울역 도착 후 운전한 수행비서관 명단과 관용차 블랙박스, 12월 4일 안가 회동 당시 이상민 장관 수행비서관 명단과 관용차 블랙박스 자료를 제출해 달라는 요구",통계·현황
420회,이해식,더불어민주당,행정안전부,"12월 3일 오후 5시부터 12월 4일 오전 6시 사이 국무총리, 국무위원, 국무위원급 공직자의 정부서울청사와 정부세종청사 출입기록을 제출해 달라는 요구",통계·현황
420회,이해식,더불어민주당,경찰청,"시·도청장 회의 관련 30분간 회의 내용과 화상회의 기록, 지휘 회의 참석자 및 발언 내용을 정리한 자료를 제출해 달라는 요구",통계·현황
420회,이해식,더불어민주당,경찰청,서울청 수사부장이 작성한 100명 정도 수사관 명단과 관련 증빙 자료를 서면으로 제출해 달라는 요구,통계·현황
420회,김성회,더불어민주당,행정안전부 국가위기관리센터,국가위기관리센터의 지방자치단체 CCTV 통합 플랫폼 로그 기록을 제출받아 관련 자료를 확보하기 위해 자료 제출 요구,재난·안전
420회,신정훈,더불어민주당,경찰청,내란 음모 관련 한남동 CCTV 영상과 서울청 통신기록의 원본 자료를 제출하여 회의 진행에 필요한 사실 확인을 요청,범죄·치안
420회,신정훈,더불어민주당,경찰청,"공식 파견 인력의 현황과 법적 근거, 2차 체포영장 관련 자료를 성실히 제출하여 관련 사항을 검증하기 위한 자료 제출 요구",범죄·치안
420회,신정훈,더불어민주당,행정안전부,"양부남 위원 요청에 따라 서울시에 요청한 CCTV 자료를 조속히 제출하고, 제출 불가 시 법적 근거를 함께 제출하여 자료의 신뢰성을 확보하기 위한 자료 제출 요구",범죄·치안
420회,신정훈,더불어민주당,행정안전부,공수처와 국수본의 업무 협조 및 인력 파견 관련 자료를 정리하여 제출해 달라는 요청으로 관련 업무 현황을 명확히 하기 위한 자료 제출 요구,인사·조직
420회,신정훈,더불어민주당,경찰청,이달희 위원 요청에 따라 오전에 배부된 자료와 차이가 있는지 여부를 확인하고 보강된 자료를 제출하여 관련 사항을 명확히 하기 위한 자료 제출 요구,범죄·치안
420회,신정훈,더불어민주당,행정안전부,"12월 29일 항공기 참사 관련 피해자 구제와 지원 방안, 지역 경제 및 공동체 회복 조치, 피해자 가족과 현장 투입 공직자들의 심리 치료 지원 계획 등 구체적인 지원 대책 자료 제출 요구",재난·안전
420회,신정훈,더불어민주당,"소방청, 경찰청, 행정안전부",항공기 참사 현장에 투입된 공직자들의 심리적 치료 및 상처 치유를 위한 지원 계획과 관련된 구체적인 자료 제출 요구,재난·안전
420회,신정훈,더불어민주당,소방청,재난안전통신망 심야 출동 사유 및 경위에 관한 구체적인 자료를 본 위원회에 제출하여 출동 경위의 정확한 파악을 위한 자료 제출 요구,재난·안전
420회,신정훈,더불어민주당,행정안전부,국무회의 회의록 미작성 경위 및 관련 부서 장관들의 서명 거부 사실에 대한 조사 결과와 경위 파악 자료를 제출하여 계엄령 선포 과정의 법적 절차 위반 여부를 확인하기 위한 자료 제출 요구,정책·제도
420회,신정훈,더불어민주당,"경찰청, 행정안전부",윤건영 위원 요청에 따른 회의 중 자료를 오늘 중으로 제출하여 현안 질의에 필요한 자료를 신속히 제공하기 위한 자료 제출 요구,범죄·치안
420회,신정훈,더불어민주당,"각 기관(경찰청, 행정안전부 등)","배준영, 이광희, 위성곤, 이해식 위원들의 서면질의에 대해 구체적인 서면답변서를 빠른 시일 내에 제출하여 회의록에 게재할 수 있도록 자료 제출 요구",기타
420회,용혜인,기본소득당,경찰청,"12월 3일 내란의 밤에 경찰이 무엇을 했는지 확인하기 위해 서울청 8층 상황지휘센터 출입 기록, 광수단 청사 출입 내역, 영등포서 출동 세부 현황 등 관련 자료 제출 요구",범죄·치안
420회,용혜인,기본소득당,경찰청,"내란에 동조한 주요 경찰 간부들의 직무 배제 여부를 검증하기 위해 주진우 경비부장, 임경우 수사부장, 최현석 생활안전차장 등 관련자 직무 배제 조치 현황 자료 제출 요구",인사·조직
420회,용혜인,기본소득당,경찰청,12월 3일 서울경찰청 출입 내역과 계엄 선포 전 청사 복귀자 명단을 확인하기 위해 관련 출입 기록 및 근무 현황 자료 제출 요구,범죄·치안
420회,용혜인,기본소득당,인사혁신처,퇴직한 공무원의 의사와 무관하게 진행된 퇴직급여 신청 실태를 점검하기 위해 김용현 전 장관 퇴직급여 신청 관련 자료 및 장차관급 퇴직 후 퇴직급여 신청 관행에 대한 자료 제출 요구,인사·조직
420회,용혜인,기본소득당,행정안전부,재난안전통신망 이동기지국 12월 4일 새벽 출차 요청 시각과 사유를 확인하기 위해 관련 요청 및 출차 내역 자료 제출 요구,재난·안전
420회,용혜인,기본소득당,경찰청,12월 4일 새벽 재난안전통신망 이동기지국 출차와 관련하여 서울경찰의 요청 사유를 확인하기 위해 관련 보고 자료 제출 요구,재난·안전
420회,윤건영,더불어민주당,경찰청,"윤석열 씨의 내란 혐의와 관련하여 12월 2일부터 6일까지의 서울청 교통순찰대 무전망, 용산서 무전망의 녹취록 원본 자료를 제출해 달라는 요청",범죄·치안
420회,이달희,국민의힘,경찰청,지난 1월 3일 공수처의 대통령 체포영장 집행 과정에 참여한 전체 경찰 인력 및 파견 인력 현황과 파견 법적 근거를 제출해 달라는 요청,통계·현황
420회,이달희,국민의힘,경찰청,체포영장 집행 과정에 투입된 경찰 인력의 소속과 임무 등 현황과 집행 과정에 참여한 법적 근거를 제출해 달라는 요청,통계·현황
420회,이달희,국민의힘,국가수사본부,2차 체포영장 집행과 관련해 수도권 4개 경찰청에 보낸 공문과 공수처와 주고받은 공문 및 대규모 경력 투입 관련 법적 근거를 제출해 달라는 요청,통계·현황
420회,이달희,국민의힘,경찰청,특별수사본부 설치 규정·규칙 제27호 1항에 따른 특별수사단 설치 법적 근거를 제출해 달라는 요청,정책·제도
420회,이달희,국민의힘,경찰청,특별수사본부장 지명 절차와 관련한 근거 및 해당 절차 이행 여부에 관한 자료를 제출해 달라는 요청,정책·제도
420회,조은희,국민의힘,경찰청,국가수사본부장이 지휘·감독하는 것이 불가능한 특별수사본부 직무 관련 경찰 측 입장을 점심시간 마치기 전까지 제출해 달라는 자료 제출 요구,감사·점검
420회,조은희,국민의힘,국가수사본부,57명의 인원을 파견 보낸 법적 근거와 공수처법과 경찰법 등 관련 법령에 따른 파견 근거를 확인하기 위해 관련 자료 제출 요구,법률·제도
420회,조은희,국민의힘,국가수사본부,"공수처 체포영장 집행과 관련해 공수처와 주고받은 공문, 협의 날짜, 1월 3일 영장 집행 시 동원된 사복경찰 인원 및 규모, 관저 주변 교통경찰 배치 상황과 법적 근거, 1월 10일 2차 영장 집행을 위한 수사회의 참여 인원 및 회의 내용 자료 제출 요구",감사·점검
422회,위성곤,더불어민주당,소방청,소방청별 및 지역 단위별 예산 편성 현황과 관련 사례를 정리한 보고서 제출 요구,예산·재정
423회,이달희,국민의힘,중앙선거관리위원회,위원들에게 지급한 위원회 및 회의별 안건수당 지급내역을 오후 질의 전에 제출해 달라는 요청,예산·재정
423회,조은희,국민의힘,중앙선거관리위원회,"선관위의 2년간 인사제도 개선 및 조직 혁신 방안 이행 여부를 점검하기 위해 2023년 5월 이후 전국 선관위에서 면접 대상자가 1명인 비다수 경력 채용 건 진행 여부, 경력직 채용 면접 시 면접위원 100% 외부 위원 선발 여부, 외부 면접위원 구성 현황, 정무직 인사검증위원회 설치 및 구성 현황, 개방형 직위제 도입 여부, 채용비리 당사자들의 부서 소속 및 2023년 이후 승진·징계·휴직 현황 자료 제출 요구",인사·조직
424회,위성곤,더불어민주당,행정안전부,지방자치단체의 예산 집행률과 특별교부세 교부 현황을 점검하여 예산 집행이 가능하도록 독려하기 위해 관련 자료 제출 요구,예산·재정
424회,위성곤,더불어민주당,경찰청,2024년 7월 3일부터 7월 26일까지 병가 중 해외여행 실태 특별점검과 관련한 점검 지시 공문 사본과 지방청 점검 결과보고서 제출 요구,범죄·치안
424회,위성곤,더불어민주당,경찰청,공익제보자 색출과 관련된 수사 경위를 정리한 보고서 제출 요구,범죄·치안
424회,이광희,더불어민주당,대통령실,"윤석열 전 대통령 재임 당시 한남동 대통령 관저에 설치된 고가 비품의 품목명, 수량, 단가, 총액, 구매·납품 일자, 구매 방식, 수의계약 여부 등 회계정보와 관련 지출 문서 일체 및 공사와 비품 조달 관련 업체 계약서와 계약 변경 이력을 투명하게 검증하기 위해 제출 요구",예산·재정
