period,party,label_l2,label_l3,meeting_count,mention_count
2017-Q4,미분류,재난·안전,안전및재난,4,671
2017-Q4,미분류,정부혁신·행정지원,정부의전,3,580
2017-Q4,미분류,정부혁신·행정지원,정부혁신,2,288
2017-Q4,미분류,정부혁신·행정지원,조직관리,1,1
2017-Q4,미분류,지방재정·기타,지방세,2,840
2017-Q4,미분류,지방재정·기타,지방재정,2,363
2017-Q4,미분류,지방행정,지방행정,1,80
2017-Q4,새누리당,재난·안전,안전및재난,4,604
2017-Q4,새누리당,정부혁신·행정지원,정부의전,3,345
2017-Q4,새누리당,정부혁신·행정지원,정부혁신,2,424
2017-Q4,새누리당,지방재정·기타,지방세,2,1168
2017-Q4,새누리당,지방재정·기타,지방재정,2,248
2017-Q4,새누리당,지방행정,지방행정,1,72
2018-Q1,국민의당,재난·안전,국민안전행정지원,1,7
2018-Q1,국민의당,재난·안전,안전및재난,2,93
2018-Q1,국민의당,정부혁신·행정지원,국가적중장기과제추진·지원,1,4
2018-Q1,국민의당,정부혁신·행정지원,안전행정행정지원,1,14
2018-Q1,국민의당,정부혁신·행정지원,조직관리,2,74
2018-Q1,국민의당,지방재정·기타,지방재정,2,13
2018-Q1,국민의당,지방행정,지방행정,1,27
2018-Q1,국민의당,지방행정,지역균형발전,1,3
2018-Q1,더불어민주당,인공지능·디지털 정부,국가기록물,1,1
2018-Q1,더불어민주당,인공지능·디지털 정부,전자정부,1,1
2018-Q1,더불어민주당,인공지능·디지털 정부,정보시스템통합관리,1,1
2018-Q1,더불어민주당,재난·안전,국민안전행정지원,3,46
2018-Q1,더불어민주당,재난·안전,안전및재난,5,746
2018-Q1,더불어민주당,정부혁신·행정지원,안전행정행정지원,1,80
2018-Q1,더불어민주당,정부혁신·행정지원,정부혁신,2,108
2018-Q1,더불어민주당,정부혁신·행정지원,조직관리,2,284
2018-Q1,더불어민주당,지방재정·기타,지방재정,3,47
2018-Q1,더불어민주당,지방행정,지방행정,2,4
2018-Q1,미분류,인공지능·디지털 정부,국가기록물,1,11
2018-Q1,미분류,인공지능·디지털 정부,전자정부,1,11
2018-Q1,미분류,인공지능·디지털 정부,정보시스템통합관리,1,11
2018-Q1,미분류,재난·안전,국민안전행정지원,3,65
2018-Q1,미분류,재난·안전,안전및재난,5,999
2018-Q1,미분류,정부혁신·행정지원,국가적중장기과제추진·지원,1,3
2018-Q1,미분류,정부혁신·행정지원,안전행정행정지원,1,80
2018-Q1,미분류,정부혁신·행정지원,정부혁신,2,123
2018-Q1,미분류,정부혁신·행정지원,조직관리,2,282
2018-Q1,미분류,지방재정·기타,지방재정,3,61
2018-Q1,미분류,지방행정,지방행정,2,46
2018-Q1,미분류,지방행정,지역균형발전,1,2
2018-Q1,새누리당,인공지능·디지털 정부,국가기록물,1,1
2018-Q1,새누리당,인공지능·디지털 정부,전자정부,1,1
2018-Q1,새누리당,인공지능·디지털 정부,정보시스템통합관리,1,1
2018-Q1,새누리당,재난·안전,국민안전행정지원,2,27
2018-Q1,새누리당,재난·안전,안전및재난,5,555
2018-Q1,새누리당,정부혁신·행정지원,안전행정행정지원,1,50
2018-Q1,새누리당,정부혁신·행정지원,정부혁신,2,61
2018-Q1,새누리당,정부혁신·행정지원,조직관리,2,191
2018-Q1,새누리당,지방재정·기타,지방재정,2,26
2018-Q1,새누리당,지방행정,지방행정,1,2
2018-Q2,국민의당,재난·안전,안전및재난,1,2
2018-Q2,국민의당,정부혁신·행정지원,정부혁신,1,67
2018-Q2,더불어민주당,재난·안전,안전및재난,1,6
2018-Q2,더불어민주당,정부혁신·행정지원,정부혁신,1,130
2018-Q2,미분류,재난·안전,안전및재난,1,10
2018-Q2,미분류,정부혁신·행정지원,정부혁신,1,347
2018-Q2,미분류,정부혁신·행정지원,조직관리,1,1
2018-Q2,새누리당,재난·안전,안전및재난,1,6
2018-Q2,새누리당,정부혁신·행정지원,정부혁신,1,163
2018-Q3,국민의당,재난·안전,안전및재난,3,127
2018-Q3,국민의당,정부혁신·행정지원,정부의전,4,74
2018-Q3,국민의당,정부혁신·행정지원,조직관리,4,143
2018-Q3,국민의당,지방재정·기타,지방재정,3,64
2018-Q3,국민의당,지방행정,지방행정,1,9
2018-Q3,국민의당,지방행정,지역균형발전,1,9
2018-Q3,더불어민주당,재난·안전,안전및재난,3,914
2018-Q3,더불어민주당,정부혁신·행정지원,정부의전,6,502
2018-Q3,더불어민주당,정부혁신·행정지원,정부혁신,1,9
2018-Q3,더불어민주당,정부혁신·행정지원,조직관리,5,773
2018-Q3,더불어민주당,지방재정·기타,지방세,1,3
2018-Q3,더불어민주당,지방재정·기타,지방재정,3,379
2018-Q3,더불어민주당,지방행정,지방행정,2,76
2018-Q3,더불어민주당,지방행정,지역균형발전,2,76
2018-Q3,미분류,재난·안전,안전및재난,3,475
2018-Q3,미분류,정부혁신·행정지원,정부의전,3,609
2018-Q3,미분류,정부혁신·행정지원,조직관리,4,769
2018-Q3,미분류,지방재정·기타,지방재정,3,440
2018-Q3,미분류,지방행정,지방행정,1,5
2018-Q3,미분류,지방행정,지역균형발전,1,5
2018-Q3,새누리당,재난·안전,안전및재난,3,600
2018-Q3,새누리당,정부혁신·행정지원,정부의전,4,442
2018-Q3,새누리당,정부혁신·행정지원,조직관리,4,432
2018-Q3,새누리당,지방재정·기타,지방재정,3,355
2018-Q3,새누리당,지방행정,지방행정,1,35
2018-Q3,새누리당,지방행정,지역균형발전,1,35
2018-Q4,국민의당,재난·안전,안전및재난,2,40
2018-Q4,국민의당,정부혁신·행정지원,정부의전,2,41
2018-Q4,국민의당,정부혁신·행정지원,정부혁신,2,40
2018-Q4,국민의당,지방재정·기타,지방세,2,12
2018-Q4,국민의당,지방행정,지방행정,2,11
2018-Q4,더불어민주당,재난·안전,안전및재난,3,403
2018-Q4,더불어민주당,정부혁신·행정지원,정부의전,7,310
2018-Q4,더불어민주당,정부혁신·행정지원,정부혁신,2,285
2018-Q4,더불어민주당,지방재정·기타,지방세,3,400
2018-Q4,더불어민주당,지방행정,지방행정,3,287
2018-Q4,미분류,재난·안전,안전및재난,3,277
2018-Q4,미분류,정부혁신·행정지원,정부의전,2,147
2018-Q4,미분류,정부혁신·행정지원,정부혁신,2,143
2018-Q4,미분류,지방재정·기타,지방세,3,304
2018-Q4,미분류,지방행정,지방행정,2,272
2018-Q4,새누리당,재난·안전,안전및재난,3,240
2018-Q4,새누리당,정부혁신·행정지원,정부의전,2,125
2018-Q4,새누리당,정부혁신·행정지원,정부혁신,2,124
2018-Q4,새누리당,지방재정·기타,지방세,3,276
2018-Q4,새누리당,지방행정,지방행정,3,242
2019-Q1,국민의당,재난·안전,안전및재난,1,1
2019-Q1,국민의당,정부혁신·행정지원,정부의전,2,115
2019-Q1,국민의당,정부혁신·행정지원,정부혁신,1,16
2019-Q1,국민의당,정부혁신·행정지원,조직관리,2,149
2019-Q1,더불어민주당,인공지능·디지털 정부,국가기록물,1,34
2019-Q1,더불어민주당,재난·안전,안전및재난,4,95
2019-Q1,더불어민주당,정부혁신·행정지원,정부의전,5,1159
2019-Q1,더불어민주당,정부혁신·행정지원,정부혁신,2,42
2019-Q1,더불어민주당,정부혁신·행정지원,조직관리,2,618
2019-Q1,더불어민주당,지방재정·기타,지방세,1,17
2019-Q1,더불어민주당,지방재정·기타,지방재정,1,51
2019-Q1,더불어민주당,지방행정,지방행정,1,68
2019-Q1,미분류,인공지능·디지털 정부,국가기록물,1,10
2019-Q1,미분류,재난·안전,안전및재난,3,27
2019-Q1,미분류,정부혁신·행정지원,정부의전,3,406
2019-Q1,미분류,정부혁신·행정지원,정부혁신,2,9
2019-Q1,미분류,정부혁신·행정지원,조직관리,2,738
2019-Q1,미분류,지방재정·기타,지방세,1,5
2019-Q1,미분류,지방재정·기타,지방재정,1,15
2019-Q1,미분류,지방행정,지방행정,1,20
2019-Q1,새누리당,인공지능·디지털 정부,국가기록물,1,6
2019-Q1,새누리당,재난·안전,안전및재난,2,14
2019-Q1,새누리당,정부혁신·행정지원,정부의전,2,509
2019-Q1,새누리당,정부혁신·행정지원,정부혁신,2,11
2019-Q1,새누리당,정부혁신·행정지원,조직관리,2,400
2019-Q1,새누리당,지방재정·기타,지방세,1,3
2019-Q1,새누리당,지방재정·기타,지방재정,1,9
2019-Q1,새누리당,지방행정,지방행정,1,12
2019-Q2,국민의당,재난·안전,복구지원,1,84
2019-Q2,국민의당,재난·안전,안전및재난,2,374
2019-Q2,국민의당,정부혁신·행정지원,정부혁신,1,42
2019-Q2,국민의당,지방재정·기타,지방재정,1,108
2019-Q2,국민의당,지방행정,지방행정,2,170
2019-Q2,더불어민주당,재난·안전,복구지원,1,516
2019-Q2,더불어민주당,재난·안전,안전및재난,2,587
2019-Q2,더불어민주당,정부혁신·행정지원,정부의전,1,2
2019-Q2,더불어민주당,정부혁신·행정지원,정부혁신,1,252
2019-Q2,더불어민주당,지방재정·기타,지방재정,1,102
2019-Q2,더불어민주당,지방행정,지방행정,2,181
2019-Q2,미분류,재난·안전,복구지원,1,579
2019-Q2,미분류,재난·안전,안전및재난,2,448
2019-Q2,미분류,정부혁신·행정지원,정부혁신,1,199
2019-Q2,미분류,지방재정·기타,지방재정,1,150
2019-Q2,미분류,지방행정,지방행정,2,241
2019-Q2,새누리당,재난·안전,복구지원,1,363
2019-Q2,새누리당,재난·안전,안전및재난,1,30
2019-Q2,새누리당,정부혁신·행정지원,정부의전,1,1
2019-Q2,새누리당,정부혁신·행정지원,정부혁신,1,60
2019-Q2,새누리당,지방재정·기타,지방재정,1,2
2019-Q2,새누리당,지방행정,지방행정,1,3
2019-Q3,국민의당,재난·안전,안전및재난,1,17
2019-Q3,국민의당,정부혁신·행정지원,정부의전,2,43
2019-Q3,국민의당,지방재정·기타,지방재정,1,17
2019-Q3,더불어민주당,인공지능·디지털 정부,국가기록물,1,27
2019-Q3,더불어민주당,재난·안전,안전및재난,2,347
2019-Q3,더불어민주당,정부혁신·행정지원,정부의전,7,426
2019-Q3,더불어민주당,정부혁신·행정지원,정부혁신,1,27
2019-Q3,더불어민주당,정부혁신·행정지원,조직관리,1,4
2019-Q3,더불어민주당,지방재정·기타,지방재정,2,239
2019-Q3,더불어민주당,지방행정,지방행정,1,54
2019-Q3,미분류,인공지능·디지털 정부,국가기록물,1,32
2019-Q3,미분류,재난·안전,안전및재난,2,333
2019-Q3,미분류,정부혁신·행정지원,정부의전,6,215
2019-Q3,미분류,정부혁신·행정지원,정부혁신,1,32
2019-Q3,미분류,지방재정·기타,지방재정,1,205
2019-Q3,미분류,지방행정,지방행정,1,64
2019-Q3,새누리당,인공지능·디지털 정부,국가기록물,1,44
2019-Q3,새누리당,재난·안전,안전및재난,2,251
2019-Q3,새누리당,정부혁신·행정지원,정부의전,5,172
2019-Q3,새누리당,정부혁신·행정지원,정부혁신,1,44
2019-Q3,새누리당,정부혁신·행정지원,조직관리,1,1
2019-Q3,새누리당,지방재정·기타,지방재정,2,75
2019-Q3,새누리당,지방행정,지방행정,1,88
2019-Q4,국민의당,인공지능·디지털 정부,전자정부,1,1
2019-Q4,국민의당,재난·안전,국민안전행정지원,1,6
2019-Q4,국민의당,재난·안전,복구지원,1,1
2019-Q4,국민의당,재난·안전,안전및재난,2,25
2019-Q4,국민의당,정부혁신·행정지원,정부의전,1,1
2019-Q4,국민의당,정부혁신·행정지원,정부혁신,2,4
2019-Q4,국민의당,지방재정·기타,지방세,1,4
2019-Q4,국민의당,지방재정·기타,지방재정,2,4
2019-Q4,국민의당,지방행정,지방행정,1,1
2019-Q4,국민의당,지방행정,지역균형발전,1,1
2019-Q4,더불어민주당,인공지능·디지털 정부,전자정부,1,31
2019-Q4,더불어민주당,재난·안전,국민안전행정지원,2,251
2019-Q4,더불어민주당,재난·안전,복구지원,1,31
2019-Q4,더불어민주당,재난·안전,안전및재난,5,1564
2019-Q4,더불어민주당,정부혁신·행정지원,정부의전,7,944
2019-Q4,더불어민주당,정부혁신·행정지원,정부혁신,3,191
2019-Q4,더불어민주당,지방재정·기타,지방세,2,676
2019-Q4,더불어민주당,지방재정·기타,지방재정,3,191
2019-Q4,더불어민주당,지방행정,지방행정,1,31
2019-Q4,더불어민주당,지방행정,지역균형발전,1,31
2019-Q4,미분류,인공지능·디지털 정부,전자정부,1,10
2019-Q4,미분류,재난·안전,국민안전행정지원,2,45
2019-Q4,미분류,재난·안전,복구지원,1,10
2019-Q4,미분류,재난·안전,안전및재난,5,920
2019-Q4,미분류,정부혁신·행정지원,정부의전,4,1029
2019-Q4,미분류,정부혁신·행정지원,정부혁신,3,52
2019-Q4,미분류,지방재정·기타,지방세,2,352
2019-Q4,미분류,지방재정·기타,지방재정,3,52
2019-Q4,미분류,지방행정,지방행정,1,10
2019-Q4,미분류,지방행정,지역균형발전,1,10
2019-Q4,새누리당,인공지능·디지털 정부,전자정부,1,1
2019-Q4,새누리당,재난·안전,국민안전행정지원,2,71
2019-Q4,새누리당,재난·안전,복구지원,1,1
2019-Q4,새누리당,재난·안전,안전및재난,5,629
2019-Q4,새누리당,정부혁신·행정지원,정부의전,3,523
2019-Q4,새누리당,정부혁신·행정지원,정부혁신,3,53
2019-Q4,새누리당,지방재정·기타,지방세,2,268
2019-Q4,새누리당,지방재정·기타,지방재정,3,53
2019-Q4,새누리당,지방행정,지방행정,1,1
2019-Q4,새누리당,지방행정,지역균형발전,1,1
2020-Q1,국민의당,정부혁신·행정지원,정부혁신,1,8
2020-Q1,더불어민주당,재난·안전,국민안전행정지원,1,110
2020-Q1,더불어민주당,재난·안전,안전및재난,2,115
2020-Q1,더불어민주당,정부혁신·행정지원,정부혁신,3,76
2020-Q1,더불어민주당,정부혁신·행정지원,조직관리,1,1
2020-Q1,더불어민주당,지방재정·기타,지방재정,2,254
2020-Q1,더불어민주당,지방행정,지방행정,1,2
2020-Q1,미분류,재난·안전,국민안전행정지원,1,20
2020-Q1,미분류,재난·안전,안전및재난,2,53
2020-Q1,미분류,정부혁신·행정지원,정부혁신,2,69
2020-Q1,미분류,지방재정·기타,지방재정,2,38
2020-Q1,미분류,지방행정,지방행정,1,1
2020-Q1,새누리당,재난·안전,국민안전행정지원,1,56
2020-Q1,새누리당,재난·안전,안전및재난,2,46
2020-Q1,새누리당,정부혁신·행정지원,정부혁신,1,28
2020-Q1,새누리당,지방재정·기타,지방재정,2,42
2020-Q2,국민의당,인공지능·디지털 정부,전자정부,1,22
2020-Q2,국민의당,재난·안전,안전및재난,1,264
2020-Q2,국민의당,정부혁신·행정지원,정부의전,1,22
2020-Q2,국민의당,정부혁신·행정지원,정부혁신,1,66
2020-Q2,국민의당,지방재정·기타,지방재정,1,22
2020-Q2,국민의당,지방행정,지방행정,1,22
2020-Q2,국민의당,지방행정,지역균형발전,1,22
2020-Q2,더불어민주당,인공지능·디지털 정부,전자정부,2,92
2020-Q2,더불어민주당,재난·안전,안전및재난,1,1056
2020-Q2,더불어민주당,정부혁신·행정지원,정부의전,2,89
2020-Q2,더불어민주당,정부혁신·행정지원,정부혁신,1,264
2020-Q2,더불어민주당,정부혁신·행정지원,조직관리,1,2
2020-Q2,더불어민주당,지방재정·기타,지방재정,4,376
2020-Q2,더불어민주당,지방행정,지방행정,1,88
2020-Q2,더불어민주당,지방행정,지역균형발전,2,122
2020-Q2,미분류,인공지능·디지털 정부,전자정부,2,103
2020-Q2,미분류,재난·안전,안전및재난,1,588
2020-Q2,미분류,정부혁신·행정지원,정부의전,1,49
2020-Q2,미분류,정부혁신·행정지원,정부혁신,1,147
2020-Q2,미분류,정부혁신·행정지원,조직관리,1,1
2020-Q2,미분류,지방재정·기타,지방재정,4,284
2020-Q2,미분류,지방행정,지방행정,1,49
2020-Q2,미분류,지방행정,지역균형발전,2,62
2020-Q2,새누리당,인공지능·디지털 정부,전자정부,2,64
2020-Q2,새누리당,재난·안전,안전및재난,1,468
2020-Q2,새누리당,정부혁신·행정지원,정부의전,1,39
2020-Q2,새누리당,정부혁신·행정지원,정부혁신,1,117
2020-Q2,새누리당,지방재정·기타,지방재정,3,149
2020-Q2,새누리당,지방행정,지방행정,1,39
2020-Q2,새누리당,지방행정,지역균형발전,2,51
2020-Q2,정의당,지방재정·기타,지방재정,1,3
2020-Q3,더불어민주당,인공지능·디지털 정부,국가기록물,2,119
2020-Q3,더불어민주당,재난·안전,비상대비,1,86
2020-Q3,더불어민주당,재난·안전,안전및재난,4,1067
2020-Q3,더불어민주당,정부혁신·행정지원,정부의전,7,1297
2020-Q3,더불어민주당,정부혁신·행정지원,정부혁신,3,207
2020-Q3,더불어민주당,정부혁신·행정지원,조직관리,3,90
2020-Q3,더불어민주당,지방재정·기타,지방재정,4,181
2020-Q3,더불어민주당,지방행정,자치인력개발,1,86
2020-Q3,더불어민주당,지방행정,지방행정,3,1013
2020-Q3,더불어민주당,지방행정,지역균형발전,2,238
2020-Q3,더불어시민당,인공지능·디지털 정부,국가기록물,1,1
2020-Q3,더불어시민당,재난·안전,비상대비,1,1
2020-Q3,더불어시민당,재난·안전,안전및재난,1,6
2020-Q3,더불어시민당,정부혁신·행정지원,정부혁신,1,1
2020-Q3,더불어시민당,정부혁신·행정지원,조직관리,1,1
2020-Q3,더불어시민당,지방재정·기타,지방재정,1,1
2020-Q3,더불어시민당,지방행정,자치인력개발,1,1
2020-Q3,더불어시민당,지방행정,지방행정,1,11
2020-Q3,더불어시민당,지방행정,지역균형발전,1,2
2020-Q3,미래통합당,인공지능·디지털 정부,국가기록물,2,35
2020-Q3,미래통합당,재난·안전,비상대비,1,20
2020-Q3,미래통합당,재난·안전,안전및재난,4,415
2020-Q3,미래통합당,정부혁신·행정지원,정부의전,6,901
2020-Q3,미래통합당,정부혁신·행정지원,정부혁신,2,35
2020-Q3,미래통합당,정부혁신·행정지원,조직관리,2,21
2020-Q3,미래통합당,지방재정·기타,지방재정,4,68
2020-Q3,미래통합당,지방행정,자치인력개발,1,20
2020-Q3,미래통합당,지방행정,지방행정,2,250
2020-Q3,미래통합당,지방행정,지역균형발전,2,70
2020-Q3,미분류,인공지능·디지털 정부,국가기록물,2,144
2020-Q3,미분류,재난·안전,비상대비,1,109
2020-Q3,미분류,재난·안전,안전및재난,4,1588
2020-Q3,미분류,정부혁신·행정지원,정부의전,5,3134
2020-Q3,미분류,정부혁신·행정지원,정부혁신,3,234
2020-Q3,미분류,정부혁신·행정지원,조직관리,2,110
2020-Q3,미분류,지방재정·기타,지방재정,4,252
2020-Q3,미분류,지방행정,자치인력개발,1,109
2020-Q3,미분류,지방행정,지방행정,2,1269
2020-Q3,미분류,지방행정,지역균형발전,2,288
2020-Q3,열린민주당,인공지능·디지털 정부,국가기록물,1,1
2020-Q3,열린민주당,재난·안전,비상대비,1,1
2020-Q3,열린민주당,재난·안전,안전및재난,1,6
2020-Q3,열린민주당,정부혁신·행정지원,정부혁신,1,1
2020-Q3,열린민주당,정부혁신·행정지원,조직관리,1,1
2020-Q3,열린민주당,지방재정·기타,지방재정,1,1
2020-Q3,열린민주당,지방행정,자치인력개발,1,1
2020-Q3,열린민주당,지방행정,지방행정,1,11
2020-Q3,열린민주당,지방행정,지역균형발전,1,2
2020-Q3,정의당,인공지능·디지털 정부,국가기록물,1,8
2020-Q3,정의당,재난·안전,비상대비,1,8
2020-Q3,정의당,재난·안전,안전및재난,2,62
2020-Q3,정의당,정부혁신·행정지원,정부의전,2,55
2020-Q3,정의당,정부혁신·행정지원,정부혁신,1,8
2020-Q3,정의당,정부혁신·행정지원,조직관리,1,8
2020-Q3,정의당,지방재정·기타,지방재정,2,17
2020-Q3,정의당,지방행정,자치인력개발,1,8
2020-Q3,정의당,지방행정,지방행정,1,88
2020-Q3,정의당,지방행정,지역균형발전,1,16
2020-Q4,더불어민주당,인공지능·디지털 정부,국가기록물,2,67
2020-Q4,더불어민주당,재난·안전,안전및재난,6,1531
2020-Q4,더불어민주당,정부혁신·행정지원,정부의전,5,1201
2020-Q4,더불어민주당,정부혁신·행정지원,정부혁신,4,632
2020-Q4,더불어민주당,정부혁신·행정지원,조직관리,3,142
2020-Q4,더불어민주당,지방재정·기타,지방세,1,204
2020-Q4,더불어민주당,지방재정·기타,지방재정,3,383
2020-Q4,더불어민주당,지방행정,지방행정,5,620
2020-Q4,더불어민주당,지방행정,지역균형발전,1,8
2020-Q4,미래통합당,인공지능·디지털 정부,국가기록물,1,8
2020-Q4,미래통합당,재난·안전,안전및재난,5,279
2020-Q4,미래통합당,정부혁신·행정지원,정부의전,2,372
2020-Q4,미래통합당,정부혁신·행정지원,정부혁신,3,125
2020-Q4,미래통합당,정부혁신·행정지원,조직관리,1,34
2020-Q4,미래통합당,지방재정·기타,지방세,1,32
2020-Q4,미래통합당,지방재정·기타,지방재정,3,111
2020-Q4,미래통합당,지방행정,지방행정,3,93
2020-Q4,미래한국당,재난·안전,안전및재난,1,20
2020-Q4,미래한국당,정부혁신·행정지원,정부혁신,1,40
2020-Q4,미래한국당,정부혁신·행정지원,조직관리,1,20
2020-Q4,미래한국당,지방재정·기타,지방재정,1,20
2020-Q4,미래한국당,지방행정,지방행정,1,20
2020-Q4,미분류,인공지능·디지털 정부,국가기록물,2,67
2020-Q4,미분류,재난·안전,안전및재난,6,2047
2020-Q4,미분류,정부혁신·행정지원,정부의전,2,795
2020-Q4,미분류,정부혁신·행정지원,정부혁신,4,576
2020-Q4,미분류,정부혁신·행정지원,조직관리,3,111
2020-Q4,미분류,지방재정·기타,지방세,1,172
2020-Q4,미분류,지방재정·기타,지방재정,3,495
2020-Q4,미분류,지방행정,지방행정,5,739
2020-Q4,미분류,지방행정,지역균형발전,1,12
2020-Q4,정의당,인공지능·디지털 정부,국가기록물,1,1
2020-Q4,정의당,재난·안전,안전및재난,4,57
2020-Q4,정의당,정부혁신·행정지원,정부의전,2,42
2020-Q4,정의당,정부혁신·행정지원,정부혁신,3,42
2020-Q4,정의당,정부혁신·행정지원,조직관리,1,17
2020-Q4,정의당,지방재정·기타,지방세,1,4
2020-Q4,정의당,지방재정·기타,지방재정,2,29
2020-Q4,정의당,지방행정,지방행정,4,34
2021-Q1,더불어민주당,인공지능·디지털 정부,국가기록물,1,76
2021-Q1,더불어민주당,인공지능·디지털 정부,전자정부,2,125
2021-Q1,더불어민주당,재난·안전,국민안전행정지원,3,269
2021-Q1,더불어민주당,재난·안전,안전및재난,4,3297
2021-Q1,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,1,114
2021-Q1,더불어민주당,정부혁신·행정지원,안전행정행정지원,2,42
2021-Q1,더불어민주당,정부혁신·행정지원,정부의전,2,191
2021-Q1,더불어민주당,정부혁신·행정지원,정부혁신,3,1274
2021-Q1,더불어민주당,정부혁신·행정지원,조직관리,5,3116
2021-Q1,더불어민주당,지방재정·기타,지방세,2,1337
2021-Q1,더불어민주당,지방재정·기타,지방재정,2,360
2021-Q1,더불어민주당,지방행정,자치인력개발,1,38
2021-Q1,더불어민주당,지방행정,지방행정,5,2956
2021-Q1,더불어민주당,지방행정,지역균형발전,1,76
2021-Q1,미래통합당,인공지능·디지털 정부,국가기록물,1,10
2021-Q1,미래통합당,인공지능·디지털 정부,전자정부,2,48
2021-Q1,미래통합당,재난·안전,국민안전행정지원,3,53
2021-Q1,미래통합당,재난·안전,안전및재난,4,601
2021-Q1,미래통합당,정부혁신·행정지원,국가적중장기과제추진·지원,1,15
2021-Q1,미래통합당,정부혁신·행정지원,안전행정행정지원,1,5
2021-Q1,미래통합당,정부혁신·행정지원,정부혁신,3,206
2021-Q1,미래통합당,정부혁신·행정지원,조직관리,4,552
2021-Q1,미래통합당,지방재정·기타,지방세,2,186
2021-Q1,미래통합당,지방재정·기타,지방재정,1,45
2021-Q1,미래통합당,지방행정,자치인력개발,1,5
2021-Q1,미래통합당,지방행정,지방행정,5,627
2021-Q1,미래통합당,지방행정,지역균형발전,1,10
2021-Q1,미래한국당,인공지능·디지털 정부,국가기록물,1,16
2021-Q1,미래한국당,인공지능·디지털 정부,전자정부,1,16
2021-Q1,미래한국당,재난·안전,국민안전행정지원,2,28
2021-Q1,미래한국당,재난·안전,안전및재난,3,444
2021-Q1,미래한국당,정부혁신·행정지원,국가적중장기과제추진·지원,1,24
2021-Q1,미래한국당,정부혁신·행정지원,안전행정행정지원,1,8
2021-Q1,미래한국당,정부혁신·행정지원,정부혁신,2,204
2021-Q1,미래한국당,정부혁신·행정지원,조직관리,4,337
2021-Q1,미래한국당,지방재정·기타,지방세,1,264
2021-Q1,미래한국당,지방재정·기타,지방재정,2,75
2021-Q1,미래한국당,지방행정,자치인력개발,1,8
2021-Q1,미래한국당,지방행정,지방행정,4,517
2021-Q1,미래한국당,지방행정,지역균형발전,1,16
2021-Q1,미분류,인공지능·디지털 정부,국가기록물,1,4
2021-Q1,미분류,인공지능·디지털 정부,전자정부,2,88
2021-Q1,미분류,재난·안전,국민안전행정지원,3,37
2021-Q1,미분류,재난·안전,안전및재난,4,696
2021-Q1,미분류,정부혁신·행정지원,국가적중장기과제추진·지원,1,6
2021-Q1,미분류,정부혁신·행정지원,안전행정행정지원,2,7
2021-Q1,미분류,정부혁신·행정지원,정부의전,1,210
2021-Q1,미분류,정부혁신·행정지원,정부혁신,3,116
2021-Q1,미분류,정부혁신·행정지원,조직관리,5,3553
2021-Q1,미분류,지방재정·기타,지방세,2,91
2021-Q1,미분류,지방재정·기타,지방재정,2,23
2021-Q1,미분류,지방행정,자치인력개발,1,2
2021-Q1,미분류,지방행정,지방행정,5,1011
2021-Q1,미분류,지방행정,지역균형발전,1,4
2021-Q1,정의당,재난·안전,안전및재난,1,26
2021-Q1,정의당,정부혁신·행정지원,정부의전,2,20
2021-Q1,정의당,정부혁신·행정지원,조직관리,1,56
