period,party,label_l2,label_l3,meeting_count,mention_count
2017-Q3,국민의당,재난·안전,안전및재난,1,52
2017-Q3,국민의당,정부혁신·행정지원,정부혁신,2,87
2017-Q3,국민의당,지방재정·기타,지방재정,3,88
2017-Q3,더불어민주당,재난·안전,안전및재난,2,86
2017-Q3,더불어민주당,정부혁신·행정지원,정부의전,1,12
2017-Q3,더불어민주당,정부혁신·행정지원,정부혁신,1,198
2017-Q3,더불어민주당,지방재정·기타,지방재정,2,199
2017-Q3,미분류,재난·안전,안전및재난,2,315
2017-Q3,미분류,정부혁신·행정지원,정부의전,1,23
2017-Q3,미분류,정부혁신·행정지원,정부혁신,3,367
2017-Q3,미분류,정부혁신·행정지원,조직관리,1,10
2017-Q3,미분류,지방재정·기타,지방재정,3,376
2017-Q3,미분류,지방행정,지역균형발전,1,10
2017-Q3,새누리당,재난·안전,안전및재난,1,94
2017-Q3,새누리당,정부혁신·행정지원,정부혁신,3,249
2017-Q3,새누리당,정부혁신·행정지원,조직관리,1,1
2017-Q3,새누리당,지방재정·기타,지방재정,3,249
2017-Q3,새누리당,지방행정,지역균형발전,1,1
2017-Q4,국민의당,재난·안전,안전및재난,2,87
2017-Q4,국민의당,정부혁신·행정지원,정부의전,2,93
2017-Q4,국민의당,정부혁신·행정지원,정부혁신,3,344
2017-Q4,국민의당,지방재정·기타,지방세,2,350
2017-Q4,국민의당,지방재정·기타,지방재정,2,179
2017-Q4,국민의당,지방행정,지방행정,2,82
2017-Q4,더불어민주당,재난·안전,안전및재난,2,811
2017-Q4,더불어민주당,정부혁신·행정지원,정부의전,3,311
2017-Q4,더불어민주당,정부혁신·행정지원,정부혁신,4,1158
2017-Q4,더불어민주당,지방재정·기타,지방세,2,3212
2017-Q4,더불어민주당,지방재정·기타,지방재정,3,429
2017-Q4,더불어민주당,지방행정,지방행정,2,760
2017-Q4,미분류,재난·안전,안전및재난,2,416
2017-Q4,미분류,정부혁신·행정지원,정부의전,3,580
2017-Q4,미분류,정부혁신·행정지원,정부혁신,4,2029
2017-Q4,미분류,정부혁신·행정지원,조직관리,1,1
2017-Q4,미분류,지방재정·기타,지방세,2,1360
2017-Q4,미분류,지방재정·기타,지방재정,3,1092
2017-Q4,미분류,지방행정,지방행정,2,368
2017-Q4,새누리당,재난·안전,안전및재난,2,532
2017-Q4,새누리당,정부혁신·행정지원,정부의전,3,345
2017-Q4,새누리당,정부혁신·행정지원,정부혁신,4,1896
2017-Q4,새누리당,지방재정·기타,지방세,2,2048
2017-Q4,새누리당,지방재정·기타,지방재정,3,896
2017-Q4,새누리당,지방행정,지방행정,2,496
2018-Q1,국민의당,재난·안전,국민안전행정지원,1,7
2018-Q1,국민의당,재난·안전,안전및재난,2,93
2018-Q1,국민의당,정부혁신·행정지원,국가적중장기과제추진·지원,1,3
2018-Q1,국민의당,정부혁신·행정지원,조직관리,2,74
2018-Q1,국민의당,지방재정·기타,지방재정,2,27
2018-Q1,국민의당,지방행정,지방행정,1,31
2018-Q1,더불어민주당,인공지능·디지털 정부,전자정부,1,2
2018-Q1,더불어민주당,인공지능·디지털 정부,정보시스템통합관리,1,1
2018-Q1,더불어민주당,재난·안전,국민안전행정지원,2,42
2018-Q1,더불어민주당,재난·안전,안전및재난,4,652
2018-Q1,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,2,52
2018-Q1,더불어민주당,정부혁신·행정지원,조직관리,2,284
2018-Q1,더불어민주당,지방재정·기타,지방재정,3,127
2018-Q1,더불어민주당,지방행정,지방행정,2,4
2018-Q1,미분류,인공지능·디지털 정부,전자정부,1,22
2018-Q1,미분류,인공지능·디지털 정부,정보시스템통합관리,1,11
2018-Q1,미분류,재난·안전,국민안전행정지원,2,62
2018-Q1,미분류,재난·안전,안전및재난,4,767
2018-Q1,미분류,정부혁신·행정지원,국가적중장기과제추진·지원,3,180
2018-Q1,미분류,정부혁신·행정지원,조직관리,2,282
2018-Q1,미분류,지방재정·기타,지방재정,3,141
2018-Q1,미분류,지방행정,지방행정,2,49
2018-Q1,새누리당,인공지능·디지털 정부,전자정부,1,2
2018-Q1,새누리당,인공지능·디지털 정부,정보시스템통합관리,1,1
2018-Q1,새누리당,재난·안전,국민안전행정지원,2,27
2018-Q1,새누리당,재난·안전,안전및재난,4,436
2018-Q1,새누리당,정부혁신·행정지원,국가적중장기과제추진·지원,2,90
2018-Q1,새누리당,정부혁신·행정지원,조직관리,2,191
2018-Q1,새누리당,지방재정·기타,지방재정,2,76
2018-Q1,새누리당,지방행정,지방행정,1,2
2018-Q2,국민의당,재난·안전,국민안전행정지원,1,1
2018-Q2,국민의당,재난·안전,안전및재난,1,1
2018-Q2,국민의당,정부혁신·행정지원,정부혁신,1,67
2018-Q2,더불어민주당,재난·안전,국민안전행정지원,1,4
2018-Q2,더불어민주당,재난·안전,안전및재난,1,3
2018-Q2,더불어민주당,정부혁신·행정지원,정부혁신,1,129
2018-Q2,미분류,재난·안전,국민안전행정지원,1,11
2018-Q2,미분류,재난·안전,안전및재난,1,5
2018-Q2,미분류,정부혁신·행정지원,정부혁신,1,341
2018-Q2,미분류,정부혁신·행정지원,조직관리,1,1
2018-Q2,새누리당,재난·안전,국민안전행정지원,1,3
2018-Q2,새누리당,재난·안전,안전및재난,1,3
2018-Q2,새누리당,정부혁신·행정지원,정부혁신,1,163
2018-Q3,국민의당,재난·안전,국민안전행정지원,2,83
2018-Q3,국민의당,재난·안전,안전및재난,1,72
2018-Q3,국민의당,정부혁신·행정지원,정부혁신,3,55
2018-Q3,국민의당,정부혁신·행정지원,조직관리,3,134
2018-Q3,국민의당,지방재정·기타,지방재정,3,64
2018-Q3,국민의당,지방행정,지방행정,2,29
2018-Q3,국민의당,지방행정,지역균형발전,1,9
2018-Q3,더불어민주당,재난·안전,국민안전행정지원,4,525
2018-Q3,더불어민주당,재난·안전,안전및재난,2,602
2018-Q3,더불어민주당,정부혁신·행정지원,정부의전,1,3
2018-Q3,더불어민주당,정부혁신·행정지원,정부혁신,3,312
2018-Q3,더불어민주당,정부혁신·행정지원,조직관리,4,694
2018-Q3,더불어민주당,지방재정·기타,지방세,1,3
2018-Q3,더불어민주당,지방재정·기타,지방재정,3,382
2018-Q3,더불어민주당,지방행정,지방행정,3,261
2018-Q3,더불어민주당,지방행정,지역균형발전,2,76
2018-Q3,미래통합당,재난·안전,국민안전행정지원,1,34
2018-Q3,미분류,재난·안전,국민안전행정지원,1,1766
2018-Q3,미분류,재난·안전,안전및재난,1,40
2018-Q3,미분류,정부혁신·행정지원,정부혁신,3,435
2018-Q3,미분류,정부혁신·행정지원,조직관리,4,764
2018-Q3,미분류,지방재정·기타,지방재정,3,440
2018-Q3,미분류,지방행정,지방행정,2,26
2018-Q3,미분류,지방행정,지역균형발전,1,5
2018-Q3,새누리당,재난·안전,국민안전행정지원,2,387
2018-Q3,새누리당,재난·안전,안전및재난,1,280
2018-Q3,새누리당,정부혁신·행정지원,정부혁신,3,320
2018-Q3,새누리당,정부혁신·행정지원,조직관리,4,397
2018-Q3,새누리당,지방재정·기타,지방재정,3,355
2018-Q3,새누리당,지방행정,지방행정,2,125
2018-Q3,새누리당,지방행정,지역균형발전,1,35
2018-Q4,국민의당,재난·안전,안전및재난,3,1021
2018-Q4,국민의당,정부혁신·행정지원,정부의전,2,113
2018-Q4,국민의당,정부혁신·행정지원,정부혁신,2,190
2018-Q4,국민의당,지방재정·기타,지방세,4,3286
2018-Q4,국민의당,지방재정·기타,지방재정,3,153
2018-Q4,국민의당,지방행정,자치인력개발,1,10
2018-Q4,국민의당,지방행정,지방행정,1,1
2018-Q4,더불어민주당,재난·안전,국민안전행정지원,1,148
2018-Q4,더불어민주당,재난·안전,안전및재난,4,2995
2018-Q4,더불어민주당,정부혁신·행정지원,정부의전,2,343
2018-Q4,더불어민주당,정부혁신·행정지원,정부혁신,3,853
2018-Q4,더불어민주당,지방재정·기타,지방세,5,12653
2018-Q4,더불어민주당,지방재정·기타,지방재정,5,782
2018-Q4,더불어민주당,지방행정,자치인력개발,1,31
2018-Q4,더불어민주당,지방행정,지방행정,5,410
2018-Q4,미분류,재난·안전,국민안전행정지원,1,138
2018-Q4,미분류,재난·안전,안전및재난,4,1749
2018-Q4,미분류,정부혁신·행정지원,정부의전,2,421
2018-Q4,미분류,정부혁신·행정지원,정부혁신,3,695
2018-Q4,미분류,지방재정·기타,지방세,5,15218
2018-Q4,미분류,지방재정·기타,지방재정,5,705
2018-Q4,미분류,지방행정,지방행정,3,413
2018-Q4,새누리당,재난·안전,국민안전행정지원,1,74
2018-Q4,새누리당,재난·안전,안전및재난,4,1874
2018-Q4,새누리당,정부혁신·행정지원,정부의전,2,526
2018-Q4,새누리당,정부혁신·행정지원,정부혁신,3,771
2018-Q4,새누리당,지방재정·기타,지방세,5,6281
2018-Q4,새누리당,지방재정·기타,지방재정,4,725
2018-Q4,새누리당,지방행정,자치인력개발,1,9
2018-Q4,새누리당,지방행정,지방행정,3,308
2019-Q1,국민의당,재난·안전,국민안전행정지원,1,16
2019-Q1,국민의당,재난·안전,안전및재난,1,1
2019-Q1,국민의당,정부혁신·행정지원,정부의전,2,115
2019-Q1,국민의당,정부혁신·행정지원,조직관리,2,149
2019-Q1,더불어민주당,인공지능·디지털 정부,국가기록물,1,34
2019-Q1,더불어민주당,재난·안전,국민안전행정지원,1,25
2019-Q1,더불어민주당,재난·안전,안전및재난,4,78
2019-Q1,더불어민주당,재난·안전,재난예방,1,17
2019-Q1,더불어민주당,정부혁신·행정지원,안전행정행정지원,1,3
2019-Q1,더불어민주당,정부혁신·행정지원,정부의전,3,1129
2019-Q1,더불어민주당,정부혁신·행정지원,조직관리,2,618
2019-Q1,더불어민주당,지방재정·기타,지방세,1,17
2019-Q1,더불어민주당,지방재정·기타,지방재정,1,51
2019-Q1,더불어민주당,지방행정,자치인력개발,1,24
2019-Q1,더불어민주당,지방행정,지방행정,2,88
2019-Q1,미분류,인공지능·디지털 정부,국가기록물,1,10
2019-Q1,미분류,재난·안전,국민안전행정지원,1,4
2019-Q1,미분류,재난·안전,안전및재난,3,22
2019-Q1,미분류,재난·안전,재난예방,1,5
2019-Q1,미분류,정부혁신·행정지원,정부의전,2,400
2019-Q1,미분류,정부혁신·행정지원,조직관리,2,738
2019-Q1,미분류,지방재정·기타,지방세,1,5
2019-Q1,미분류,지방재정·기타,지방재정,1,15
2019-Q1,미분류,지방행정,자치인력개발,1,6
2019-Q1,미분류,지방행정,지방행정,1,25
2019-Q1,새누리당,인공지능·디지털 정부,국가기록물,1,6
2019-Q1,새누리당,재난·안전,국민안전행정지원,1,8
2019-Q1,새누리당,재난·안전,안전및재난,2,11
2019-Q1,새누리당,재난·안전,재난예방,1,3
2019-Q1,새누리당,정부혁신·행정지원,정부의전,2,509
2019-Q1,새누리당,정부혁신·행정지원,조직관리,2,400
2019-Q1,새누리당,지방재정·기타,지방세,1,3
2019-Q1,새누리당,지방재정·기타,지방재정,1,9
2019-Q1,새누리당,지방행정,지방행정,1,15
2019-Q2,국민의당,재난·안전,국민안전행정지원,1,162
2019-Q2,국민의당,재난·안전,복구지원,1,84
2019-Q2,국민의당,재난·안전,안전및재난,1,132
2019-Q2,국민의당,정부혁신·행정지원,정부혁신,1,78
2019-Q2,국민의당,지방재정·기타,지방재정,1,108
2019-Q2,국민의당,지방행정,지방행정,1,162
2019-Q2,국민의힘,재난·안전,복구지원,1,39
2019-Q2,더불어민주당,재난·안전,국민안전행정지원,1,153
2019-Q2,더불어민주당,재난·안전,복구지원,1,634
2019-Q2,더불어민주당,재난·안전,안전및재난,1,239
2019-Q2,더불어민주당,정부혁신·행정지원,정부의전,1,2
2019-Q2,더불어민주당,정부혁신·행정지원,정부혁신,1,188
2019-Q2,더불어민주당,지방재정·기타,지방재정,1,102
2019-Q2,더불어민주당,지방행정,지방행정,1,153
2019-Q2,미분류,재난·안전,국민안전행정지원,1,225
2019-Q2,미분류,재난·안전,복구지원,1,1964
2019-Q2,미분류,재난·안전,안전및재난,1,147
2019-Q2,미분류,정부혁신·행정지원,정부혁신,1,72
2019-Q2,미분류,지방재정·기타,지방재정,1,150
2019-Q2,미분류,지방행정,지방행정,1,225
2019-Q2,새누리당,재난·안전,국민안전행정지원,1,3
2019-Q2,새누리당,재난·안전,복구지원,1,363
2019-Q2,새누리당,재난·안전,안전및재난,1,14
2019-Q2,새누리당,정부혁신·행정지원,정부의전,1,1
2019-Q2,새누리당,정부혁신·행정지원,정부혁신,1,13
2019-Q2,새누리당,지방재정·기타,지방재정,1,2
2019-Q2,새누리당,지방행정,지방행정,1,3
2019-Q3,국민의당,정부혁신·행정지원,안전행정행정지원,1,2
2019-Q3,국민의당,정부혁신·행정지원,정부혁신,1,17
2019-Q3,국민의당,지방재정·기타,지방재정,2,58
2019-Q3,더불어민주당,인공지능·디지털 정부,국가기록물,1,27
2019-Q3,더불어민주당,재난·안전,국민안전행정지원,1,54
2019-Q3,더불어민주당,재난·안전,안전및재난,1,54
2019-Q3,더불어민주당,정부혁신·행정지원,안전행정행정지원,2,98
2019-Q3,더불어민주당,정부혁신·행정지원,정부의전,2,28
2019-Q3,더불어민주당,정부혁신·행정지원,정부혁신,2,266
2019-Q3,더불어민주당,정부혁신·행정지원,조직관리,1,4
2019-Q3,더불어민주당,지방재정·기타,지방재정,5,539
2019-Q3,더불어민주당,지방행정,지방행정,1,54
2019-Q3,미분류,인공지능·디지털 정부,국가기록물,1,32
2019-Q3,미분류,재난·안전,국민안전행정지원,1,64
2019-Q3,미분류,재난·안전,안전및재난,1,64
2019-Q3,미분류,정부혁신·행정지원,안전행정행정지원,2,23
2019-Q3,미분류,정부혁신·행정지원,정부의전,1,32
2019-Q3,미분류,정부혁신·행정지원,정부혁신,2,237
2019-Q3,미분류,지방재정·기타,지방재정,4,365
2019-Q3,미분류,지방행정,지방행정,1,64
2019-Q3,새누리당,인공지능·디지털 정부,국가기록물,1,44
2019-Q3,새누리당,재난·안전,국민안전행정지원,1,88
2019-Q3,새누리당,재난·안전,안전및재난,1,88
2019-Q3,새누리당,정부혁신·행정지원,안전행정행정지원,2,26
2019-Q3,새누리당,정부혁신·행정지원,정부의전,1,44
2019-Q3,새누리당,정부혁신·행정지원,정부혁신,2,119
2019-Q3,새누리당,정부혁신·행정지원,조직관리,1,1
2019-Q3,새누리당,지방재정·기타,지방재정,4,177
2019-Q3,새누리당,지방행정,지방행정,1,88
2019-Q4,국민의당,인공지능·디지털 정부,전자정부,1,1
2019-Q4,국민의당,재난·안전,국민안전행정지원,2,7
2019-Q4,국민의당,재난·안전,복구지원,1,1
2019-Q4,국민의당,재난·안전,안전및재난,1,12
2019-Q4,국민의당,재난·안전,재난예방,2,7
2019-Q4,국민의당,정부혁신·행정지원,안전행정행정지원,1,1
2019-Q4,국민의당,정부혁신·행정지원,정부혁신,1,9
2019-Q4,국민의당,지방재정·기타,지방세,1,4
2019-Q4,국민의당,지방재정·기타,지방재정,2,4
2019-Q4,국민의당,지방행정,지방행정,1,1
2019-Q4,국민의당,지방행정,지역균형발전,1,1
2019-Q4,더불어민주당,인공지능·디지털 정부,전자정부,1,31
2019-Q4,더불어민주당,인공지능·디지털 정부,정보시스템통합관리,1,69
2019-Q4,더불어민주당,재난·안전,국민안전행정지원,4,869
2019-Q4,더불어민주당,재난·안전,복구지원,1,31
2019-Q4,더불어민주당,재난·안전,안전및재난,2,433
2019-Q4,더불어민주당,재난·안전,재난예방,2,213
2019-Q4,더불어민주당,정부혁신·행정지원,안전행정행정지원,3,58
2019-Q4,더불어민주당,정부혁신·행정지원,정부의전,2,149
2019-Q4,더불어민주당,정부혁신·행정지원,정부혁신,3,422
2019-Q4,더불어민주당,지방재정·기타,지방세,2,676
2019-Q4,더불어민주당,지방재정·기타,지방재정,5,927
2019-Q4,더불어민주당,지방행정,지방행정,1,31
2019-Q4,더불어민주당,지방행정,지역균형발전,1,31
2019-Q4,미분류,인공지능·디지털 정부,전자정부,1,10
2019-Q4,미분류,인공지능·디지털 정부,정보시스템통합관리,1,39
2019-Q4,미분류,재난·안전,국민안전행정지원,4,753
2019-Q4,미분류,재난·안전,복구지원,1,10
2019-Q4,미분류,재난·안전,안전및재난,2,51
2019-Q4,미분류,재난·안전,재난예방,2,16
2019-Q4,미분류,정부혁신·행정지원,안전행정행정지원,1,33
2019-Q4,미분류,정부혁신·행정지원,정부의전,2,149
2019-Q4,미분류,정부혁신·행정지원,정부혁신,3,158
2019-Q4,미분류,지방재정·기타,지방세,2,352
2019-Q4,미분류,지방재정·기타,지방재정,5,899
2019-Q4,미분류,지방행정,지방행정,1,10
2019-Q4,미분류,지방행정,지역균형발전,1,10
2019-Q4,새누리당,인공지능·디지털 정부,전자정부,1,1
2019-Q4,새누리당,인공지능·디지털 정부,정보시스템통합관리,1,33
2019-Q4,새누리당,재난·안전,국민안전행정지원,4,454
2019-Q4,새누리당,재난·안전,복구지원,1,1
2019-Q4,새누리당,재난·안전,안전및재난,2,109
2019-Q4,새누리당,재난·안전,재난예방,2,39
2019-Q4,새누리당,정부혁신·행정지원,안전행정행정지원,1,19
2019-Q4,새누리당,정부혁신·행정지원,정부의전,1,61
2019-Q4,새누리당,정부혁신·행정지원,정부혁신,2,118
2019-Q4,새누리당,지방재정·기타,지방세,2,268
2019-Q4,새누리당,지방재정·기타,지방재정,5,496
2019-Q4,새누리당,지방행정,지방행정,1,1
2019-Q4,새누리당,지방행정,지역균형발전,1,1
2020-Q1,국민의당,정부혁신·행정지원,정부혁신,1,8
2020-Q1,더불어민주당,재난·안전,국민안전행정지원,1,110
2020-Q1,더불어민주당,재난·안전,안전및재난,1,55
2020-Q1,더불어민주당,정부혁신·행정지원,정부혁신,4,138
2020-Q1,더불어민주당,정부혁신·행정지원,조직관리,1,1
2020-Q1,더불어민주당,지방재정·기타,지방재정,2,254
2020-Q1,미분류,재난·안전,국민안전행정지원,1,20
2020-Q1,미분류,재난·안전,안전및재난,1,10
2020-Q1,미분류,정부혁신·행정지원,정부혁신,3,113
2020-Q1,미분류,지방재정·기타,지방재정,2,38
2020-Q1,새누리당,재난·안전,국민안전행정지원,1,56
2020-Q1,새누리당,재난·안전,안전및재난,1,28
2020-Q1,새누리당,정부혁신·행정지원,정부혁신,2,46
2020-Q1,새누리당,지방재정·기타,지방재정,2,42
2020-Q2,국민의당,인공지능·디지털 정부,전자정부,1,22
2020-Q2,국민의당,재난·안전,안전및재난,1,264
2020-Q2,국민의당,정부혁신·행정지원,국가적중장기과제추진·지원,1,44
2020-Q2,국민의당,정부혁신·행정지원,정부혁신,1,66
2020-Q2,국민의당,지방재정·기타,지방재정,1,22
2020-Q2,국민의당,지방행정,지방행정,1,22
2020-Q2,더불어민주당,인공지능·디지털 정부,전자정부,1,88
2020-Q2,더불어민주당,재난·안전,안전및재난,1,1056
2020-Q2,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,1,176
2020-Q2,더불어민주당,정부혁신·행정지원,안전행정행정지원,1,1
2020-Q2,더불어민주당,정부혁신·행정지원,정부혁신,1,264
2020-Q2,더불어민주당,정부혁신·행정지원,조직관리,1,2
2020-Q2,더불어민주당,지방재정·기타,지방재정,4,361
2020-Q2,더불어민주당,지방행정,지방행정,1,88
2020-Q2,더불어민주당,지방행정,지역균형발전,1,34
2020-Q2,미분류,인공지능·디지털 정부,전자정부,1,49
2020-Q2,미분류,재난·안전,안전및재난,1,588
2020-Q2,미분류,정부혁신·행정지원,국가적중장기과제추진·지원,1,98
2020-Q2,미분류,정부혁신·행정지원,정부혁신,1,147
2020-Q2,미분류,정부혁신·행정지원,조직관리,1,1
2020-Q2,미분류,지방재정·기타,지방재정,4,302
2020-Q2,미분류,지방행정,지방행정,1,49
2020-Q2,미분류,지방행정,지역균형발전,1,13
2020-Q2,새누리당,인공지능·디지털 정부,전자정부,1,39
2020-Q2,새누리당,재난·안전,안전및재난,1,468
2020-Q2,새누리당,정부혁신·행정지원,국가적중장기과제추진·지원,1,78
2020-Q2,새누리당,정부혁신·행정지원,정부혁신,1,117
2020-Q2,새누리당,지방재정·기타,지방재정,3,149
2020-Q2,새누리당,지방행정,지방행정,1,39
2020-Q2,새누리당,지방행정,지역균형발전,1,12
2020-Q3,더불어민주당,인공지능·디지털 정부,국가기록물,1,24
2020-Q3,더불어민주당,재난·안전,국민안전행정지원,2,311
2020-Q3,더불어민주당,재난·안전,안전및재난,1,144
2020-Q3,더불어민주당,재난·안전,재난예방,1,24
2020-Q3,더불어민주당,정부혁신·행정지원,정부의전,2,297
2020-Q3,더불어민주당,정부혁신·행정지원,정부혁신,4,261
2020-Q3,더불어민주당,정부혁신·행정지원,조직관리,2,8
2020-Q3,더불어민주당,지방재정·기타,지방재정,6,420
2020-Q3,더불어민주당,지방행정,지방행정,2,49
2020-Q3,더불어민주당,지방행정,지역균형발전,1,48
2020-Q3,미래통합당,인공지능·디지털 정부,국가기록물,1,12
2020-Q3,미래통합당,재난·안전,국민안전행정지원,2,222
2020-Q3,미래통합당,재난·안전,안전및재난,1,72
2020-Q3,미래통합당,재난·안전,재난예방,1,12
2020-Q3,미래통합당,정부혁신·행정지원,정부의전,2,291
2020-Q3,미래통합당,정부혁신·행정지원,정부혁신,4,192
2020-Q3,미래통합당,정부혁신·행정지원,조직관리,1,2
2020-Q3,미래통합당,지방재정·기타,지방재정,6,353
2020-Q3,미래통합당,지방행정,지방행정,1,24
2020-Q3,미래통합당,지방행정,지역균형발전,1,24
2020-Q3,미분류,인공지능·디지털 정부,국가기록물,1,47
2020-Q3,미분류,재난·안전,국민안전행정지원,2,1020
2020-Q3,미분류,재난·안전,안전및재난,1,282
2020-Q3,미분류,재난·안전,재난예방,1,47
2020-Q3,미분류,정부혁신·행정지원,정부의전,2,1228
2020-Q3,미분류,정부혁신·행정지원,정부혁신,4,854
2020-Q3,미분류,정부혁신·행정지원,조직관리,2,2
2020-Q3,미분류,지방재정·기타,지방재정,6,1490
2020-Q3,미분류,지방행정,지방행정,1,94
2020-Q3,미분류,지방행정,지역균형발전,1,94
2020-Q3,새누리당,재난·안전,국민안전행정지원,1,3
2020-Q4,더불어민주당,인공지능·디지털 정부,전자정부,2,54
2020-Q4,더불어민주당,재난·안전,국민안전행정지원,2,202
2020-Q4,더불어민주당,재난·안전,안전및재난,4,723
2020-Q4,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,1,7
2020-Q4,더불어민주당,정부혁신·행정지원,정부의전,2,667
2020-Q4,더불어민주당,정부혁신·행정지원,정부혁신,7,412
2020-Q4,더불어민주당,정부혁신·행정지원,조직관리,2,84
2020-Q4,더불어민주당,지방재정·기타,지방세,2,272
2020-Q4,더불어민주당,지방재정·기타,지방재정,5,382
2020-Q4,더불어민주당,지방행정,자치인력개발,2,273
2020-Q4,더불어민주당,지방행정,지방행정,5,617
2020-Q4,미래통합당,인공지능·디지털 정부,전자정부,2,15
2020-Q4,미래통합당,재난·안전,국민안전행정지원,2,75
2020-Q4,미래통합당,재난·안전,안전및재난,4,300
2020-Q4,미래통합당,정부혁신·행정지원,국가적중장기과제추진·지원,1,1
2020-Q4,미래통합당,정부혁신·행정지원,정부의전,1,225
2020-Q4,미래통합당,정부혁신·행정지원,정부혁신,5,213
2020-Q4,미래통합당,정부혁신·행정지원,조직관리,1,70
2020-Q4,미래통합당,지방재정·기타,지방세,1,52
2020-Q4,미래통합당,지방재정·기타,지방재정,5,197
2020-Q4,미래통합당,지방행정,자치인력개발,1,238
2020-Q4,미래통합당,지방행정,지방행정,4,276
